Molar_Fraction,Estimated_Activities,Estimated_Max_eUs
[0.5  0.   0.35 0.   0.15],2.3003522306680678e-06,0.04999999999999999
[0.5 0.  0.3 0.  0.2],2.8498737141489984e-06,0.04999999999999999
[0.5  0.   0.25 0.   0.25],3.423867002129555e-06,0.07499999999999998
[0.5 0.  0.2 0.  0.3],3.695179522037506e-06,0.07499999999999998
[0.5  0.   0.15 0.   0.35],3.511980175971985e-06,0.07499999999999998
[0.5 0.  0.1 0.  0.4],3.885927051305771e-06,0.07499999999999998
[0.5  0.   0.05 0.   0.45],3.8084238767623903e-06,0.07499999999999998
[0.5 0.  0.  0.  0.5],3.5630494356155396e-06,0.07499999999999998
[0.45 0.   0.55 0.   0.  ],2.5669365653793567e-18,-0.075
[0.45 0.   0.5  0.   0.05],1.1257847771048547e-06,0.024999999999999994
[0.45 0.   0.45 0.   0.1 ],1.8605558201670646e-06,0.04999999999999999
[0.45 0.   0.4  0.   0.15],2.697214484214783e-06,0.04999999999999999
[0.45 0.   0.35 0.   0.2 ],2.6632994413375854e-06,0.04999999999999999
[0.45 0.   0.3  0.   0.25],2.9930474236607553e-06,0.07499999999999998
[0.45 0.   0.25 0.   0.3 ],3.2258331775665283e-06,0.07499999999999998
[0.45 0.   0.2  0.   0.35],3.649044036865234e-06,0.07499999999999998
[0.45 0.   0.15 0.   0.4 ],3.3879879862070083e-06,0.07499999999999998
[0.45 0.   0.1  0.   0.45],3.404594212770462e-06,0.07499999999999998
[0.45 0.   0.05 0.   0.5 ],3.3515006303787232e-06,0.07499999999999998
[0.45 0.   0.   0.   0.55],3.1363487243652343e-06,0.07499999999999998
[0.4 0.  0.6 0.  0. ],2.602909715836068e-18,-0.075
[0.4  0.   0.55 0.   0.05],9.692315012216569e-07,0.024999999999999994
[0.4 0.  0.5 0.  0.1],1.753462292253971e-06,0.04999999999999999
[0.4  0.   0.45 0.   0.15],2.983325347304344e-06,0.024999999999999994
[0.4 0.  0.4 0.  0.2],3.035992197692394e-06,0.04999999999999999
[0.4  0.   0.35 0.   0.25],3.2907649874687193e-06,0.04999999999999999
[0.4 0.  0.3 0.  0.3],3.5333093255758286e-06,0.04999999999999999
[0.4  0.   0.25 0.   0.35],3.548223152756691e-06,0.04999999999999999
[0.4 0.  0.2 0.  0.4],3.2004475593566895e-06,0.07499999999999998
[0.4  0.   0.15 0.   0.45],2.9386358335614206e-06,0.07499999999999998
[0.4 0.  0.1 0.  0.5],3.003581427037716e-06,0.07499999999999998
[0.4  0.   0.05 0.   0.55],3.0315753072500228e-06,0.07499999999999998
[0.4 0.  0.  0.  0.6],2.5572828948497774e-06,0.07499999999999998
[0.35 0.   0.65 0.   0.  ],2.62085732754885e-18,-0.075
[0.35 0.   0.6  0.   0.05],8.426487445831299e-07,0.024999999999999994
[0.35 0.   0.55 0.   0.1 ],1.8828241154551505e-06,0.024999999999999994
[0.35 0.   0.5  0.   0.15],2.3224916309118273e-06,0.04999999999999999
