Molar_Fraction,Estimated_Activities,Estimated_Max_eUs
[0.26 0.26 0.26 0.05 0.17],3.3246077597141265e-06,0.024999999999999994
[0.26 0.26 0.26 0.04 0.18],2.9843827709555626e-06,0.0
[0.26 0.26 0.26 0.03 0.19],3.4990619868040084e-06,0.024999999999999994
[0.26 0.26 0.26 0.02 0.2 ],3.4223951399326323e-06,0.0
[0.26 0.26 0.26 0.01 0.21],3.4896038472652434e-06,0.024999999999999994
[0.26 0.26 0.26 0.   0.22],3.4876406192779542e-06,0.0
[0.25 0.25 0.25 0.25 0.  ],4.497964027905255e-11,0.2
[0.25 0.25 0.25 0.24 0.01],3.23986541479826e-07,0.024999999999999994
[0.25 0.25 0.25 0.23 0.02],6.828649900853634e-07,0.0
[0.25 0.25 0.25 0.22 0.03],6.112201604992151e-07,0.024999999999999994
[0.25 0.25 0.25 0.21 0.04],1.0046789422631263e-06,0.024999999999999994
[0.25 0.25 0.25 0.2  0.05],1.265115849673748e-06,0.024999999999999994
[0.25 0.25 0.25 0.19 0.06],1.0282963514328003e-06,0.024999999999999994
[0.25 0.25 0.25 0.18 0.07],1.3023559004068375e-06,0.0
[0.25 0.25 0.25 0.17 0.08],1.717597432434559e-06,-0.05
[0.25 0.25 0.25 0.16 0.09],1.5569312497973441e-06,0.024999999999999994
[0.25 0.25 0.25 0.15 0.1 ],1.578044891357422e-06,0.024999999999999994
[0.25 0.25 0.25 0.14 0.11],1.5022575855255128e-06,0.024999999999999994
[0.25 0.25 0.25 0.13 0.12],1.9672956317663193e-06,0.024999999999999994
[0.25 0.25 0.25 0.12 0.13],1.6282545402646065e-06,0.024999999999999994
[0.25 0.25 0.25 0.11 0.14],2.6133134961128234e-06,0.024999999999999994
[0.25 0.25 0.25 0.1  0.15],2.4905648082494734e-06,0.024999999999999994
[0.25 0.25 0.25 0.09 0.16],2.843460813164711e-06,0.024999999999999994
[0.25 0.25 0.25 0.08 0.17],2.548880502581596e-06,0.024999999999999994
[0.25 0.25 0.25 0.07 0.18],2.7640173211693763e-06,0.0
[0.25 0.25 0.25 0.06 0.19],2.784231677651405e-06,0.024999999999999994
[0.25 0.25 0.25 0.05 0.2 ],2.8430379927158355e-06,0.024999999999999994
[0.25 0.25 0.25 0.04 0.21],2.9954846948385238e-06,0.024999999999999994
[0.25 0.25 0.25 0.03 0.22],3.1495936214923857e-06,0.024999999999999994
[0.25 0.25 0.25 0.02 0.23],3.4155696630477906e-06,0.024999999999999994
[0.25 0.25 0.25 0.01 0.24],2.7162844315171243e-06,0.024999999999999994
[0.25 0.25 0.25 0.   0.25],3.44369038939476e-06,0.024999999999999994
[0.24 0.24 0.24 0.28 0.  ],4.844043814955512e-11,0.2
[0.24 0.24 0.24 0.27 0.01],3.8203843869268893e-07,-0.02500000000000001
[0.24 0.24 0.24 0.26 0.02],2.73433537222445e-07,0.04999999999999999
[0.24 0.24 0.24 0.25 0.03],3.1760763376951216e-07,0.04999999999999999
[0.24 0.24 0.24 0.24 0.04],6.833199877291918e-07,0.024999999999999994
[0.24 0.24 0.24 0.23 0.05],7.37815722823143e-07,0.024999999999999994
[0.24 0.24 0.24 0.22 0.06],1.0380787774920464e-06,0.024999999999999994
[0.24 0.24 0.24 0.21 0.07],1.3566250912845134e-06,0.0
[0.24 0.24 0.24 0.2  0.08],1.1942561715841293e-06,0.024999999999999994
[0.24 0.24 0.24 0.19 0.09],1.5948953106999396e-06,0.024999999999999994
[0.24 0.24 0.24 0.18 0.1 ],1.398390345275402e-06,0.024999999999999994
[0.24 0.24 0.24 0.17 0.11],1.6484953463077544e-06,0.024999999999999994
[0.24 0.24 0.24 0.16 0.12],1.8191039562225342e-06,0.0
[0.24 0.24 0.24 0.15 0.13],1.627587154507637e-06,0.024999999999999994
[0.24 0.24 0.24 0.14 0.14],2.212856523692608e-06,0.0
[0.24 0.24 0.24 0.13 0.15],1.7300676554441452e-06,0.024999999999999994
[0.24 0.24 0.24 0.12 0.16],2.3219298571348192e-06,0.024999999999999994
[0.24 0.24 0.24 0.11 0.17],2.5268057361245157e-06,0.024999999999999994
[0.24 0.24 0.24 0.1  0.18],2.1234191954135894e-06,0.024999999999999994
[0.24 0.24 0.24 0.09 0.19],1.9650887697935105e-06,0.024999999999999994
[0.24 0.24 0.24 0.08 0.2 ],2.552583813667297e-06,0.024999999999999994
[0.24 0.24 0.24 0.07 0.21],2.791386842727661e-06,0.024999999999999994
[0.24 0.24 0.24 0.06 0.22],2.2344302386045456e-06,0.024999999999999994
[0.24 0.24 0.24 0.05 0.23],2.7607591822743415e-06,0.024999999999999994
[0.24 0.24 0.24 0.04 0.24],4.864462837576866e-06,-0.1
[0.24 0.24 0.24 0.03 0.25],3.2853059470653535e-06,0.024999999999999994
[0.24 0.24 0.24 0.02 0.26],3.3900804817676543e-06,0.024999999999999994
[0.24 0.24 0.24 0.01 0.27],3.1226620078086853e-06,0.04999999999999999
[0.24 0.24 0.24 0.   0.28],2.846076339483261e-06,0.04999999999999999
[0.23 0.23 0.23 0.31 0.  ],5.414636916611926e-11,0.2
[0.23 0.23 0.23 0.3  0.01],2.8037205338478086e-07,-0.02500000000000001
[0.23 0.23 0.23 0.29 0.02],2.2075925953686238e-07,0.024999999999999994
[0.23 0.23 0.23 0.28 0.03],5.166939925402402e-07,0.024999999999999994
[0.23 0.23 0.23 0.27 0.04],7.562203332781792e-07,0.0
[0.23 0.23 0.23 0.26 0.05],8.456025272607803e-07,0.024999999999999994
[0.23 0.23 0.23 0.25 0.06],1.1657401919364929e-06,0.0
[0.23 0.23 0.23 0.24 0.07],8.79313237965107e-07,0.024999999999999994
[0.23 0.23 0.23 0.23 0.08],1.4194395393133163e-06,0.024999999999999994
[0.23 0.23 0.23 0.22 0.09],1.7506374046206475e-06,-0.02500000000000001
[0.23 0.23 0.23 0.21 0.1 ],1.1932002380490304e-06,0.024999999999999994
[0.23 0.23 0.23 0.2  0.11],1.4373639598488808e-06,0.024999999999999994
[0.23 0.23 0.23 0.19 0.12],1.3350238092243672e-06,0.024999999999999994
[0.23 0.23 0.23 0.18 0.13],1.358981616795063e-06,0.024999999999999994
[0.23 0.23 0.23 0.17 0.14],1.9347142428159715e-06,0.024999999999999994
[0.23 0.23 0.23 0.16 0.15],1.3757359236478805e-06,0.024999999999999994
[0.23 0.23 0.23 0.15 0.16],1.958930492401123e-06,0.024999999999999994
[0.23 0.23 0.23 0.14 0.17],1.7267893999814987e-06,0.024999999999999994
[0.23 0.23 0.23 0.13 0.18],1.3277197256684304e-06,0.04999999999999999
[0.23 0.23 0.23 0.12 0.19],1.8653739243745804e-06,0.024999999999999994
[0.23 0.23 0.23 0.11 0.2 ],1.9058831036090851e-06,0.024999999999999994
[0.23 0.23 0.23 0.1  0.21],2.034781128168106e-06,0.024999999999999994
[0.23 0.23 0.23 0.09 0.22],2.062777057290077e-06,0.024999999999999994
[0.23 0.23 0.23 0.08 0.23],2.257422171533108e-06,0.024999999999999994
[0.23 0.23 0.23 0.07 0.24],2.070997282862663e-06,0.024999999999999994
[0.23 0.23 0.23 0.06 0.25],2.7267154306173324e-06,0.024999999999999994
[0.23 0.23 0.23 0.05 0.26],2.4962473660707476e-06,0.024999999999999994
[0.23 0.23 0.23 0.04 0.27],2.106374502182007e-06,0.024999999999999994
[0.23 0.23 0.23 0.03 0.28],2.7574457228183745e-06,0.024999999999999994
[0.23 0.23 0.23 0.02 0.29],2.3773018270730973e-06,0.04999999999999999
[0.23 0.23 0.23 0.01 0.3 ],2.817012742161751e-06,0.024999999999999994
[0.23 0.23 0.23 0.   0.31],2.888520061969757e-06,0.024999999999999994
[0.22 0.22 0.22 0.34 0.  ],6.100794394114927e-11,0.2
[0.22 0.22 0.22 0.33 0.01],1.198606099933386e-07,0.024999999999999994
[0.22 0.22 0.22 0.32 0.02],3.331058192998171e-07,0.024999999999999994
[0.22 0.22 0.22 0.31 0.03],2.9808722902089355e-07,0.024999999999999994
[0.22 0.22 0.22 0.3  0.04],6.730178371071815e-07,0.024999999999999994
[0.22 0.22 0.22 0.29 0.05],8.472309447824955e-07,0.0
[0.22 0.22 0.22 0.28 0.06],8.814265951514245e-07,0.024999999999999994
[0.22 0.22 0.22 0.27 0.07],7.380831986665726e-07,0.04999999999999999
[0.22 0.22 0.22 0.26 0.08],7.428520824760199e-07,0.0
[0.22 0.22 0.22 0.25 0.09],8.192802779376507e-07,0.04999999999999999
[0.22 0.22 0.22 0.24 0.1 ],1.0836424306035043e-06,0.024999999999999994
[0.22 0.22 0.22 0.23 0.11],1.1092945002019406e-06,-0.02500000000000001
[0.22 0.22 0.22 0.22 0.12],1.217419095337391e-06,0.024999999999999994
[0.22 0.22 0.22 0.21 0.13],1.3330694288015365e-06,0.0
[0.22 0.22 0.22 0.2  0.14],1.5432577580213547e-06,0.024999999999999994
[0.22 0.22 0.22 0.19 0.15],1.5342338010668755e-06,0.024999999999999994
[0.22 0.22 0.22 0.18 0.16],1.5533600002527237e-06,0.024999999999999994
[0.22 0.22 0.22 0.17 0.17],1.4423523098230361e-06,0.024999999999999994
[0.22 0.22 0.22 0.16 0.18],1.9449632614850996e-06,0.024999999999999994
[0.22 0.22 0.22 0.15 0.19],1.0708221234381198e-06,0.04999999999999999
[0.22 0.22 0.22 0.14 0.2 ],1.8288759514689446e-06,0.024999999999999994
[0.22 0.22 0.22 0.13 0.21],2.330380119383335e-06,0.024999999999999994
[0.22 0.22 0.22 0.12 0.22],1.7898157238960266e-06,0.024999999999999994
[0.22 0.22 0.22 0.11 0.23],1.8824536353349685e-06,0.0
[0.22 0.22 0.22 0.1  0.24],1.99907161295414e-06,0.024999999999999994
[0.22 0.22 0.22 0.09 0.25],2.1650776267051695e-06,0.024999999999999994
[0.22 0.22 0.22 0.08 0.26],2.4277213960886002e-06,0.024999999999999994
[0.22 0.22 0.22 0.07 0.27],2.0807335153222083e-06,0.024999999999999994
[0.22 0.22 0.22 0.06 0.28],1.8382910639047622e-06,0.04999999999999999
[0.22 0.22 0.22 0.05 0.29],2.145029976963997e-06,0.024999999999999994
[0.22 0.22 0.22 0.04 0.3 ],2.387242019176483e-06,0.024999999999999994
[0.22 0.22 0.22 0.03 0.31],2.1232593804597853e-06,0.024999999999999994
[0.22 0.22 0.22 0.02 0.32],2.4250989779829977e-06,0.04999999999999999
[0.22 0.22 0.22 0.01 0.33],2.3290880024433135e-06,0.04999999999999999
[0.22 0.22 0.22 0.   0.34],2.416269853711128e-06,0.04999999999999999
[0.21 0.21 0.21 0.37 0.  ],7.096396075212397e-11,0.2
[0.21 0.21 0.21 0.36 0.01],1.973592210561037e-07,0.0
[0.21 0.21 0.21 0.35 0.02],1.2804552679881455e-07,0.024999999999999994
[0.21 0.21 0.21 0.34 0.03],3.626646939665079e-07,0.024999999999999994
[0.21 0.21 0.21 0.33 0.04],4.567882977426052e-07,0.024999999999999994
[0.21 0.21 0.21 0.32 0.05],4.968993365764618e-07,0.024999999999999994
[0.21 0.21 0.21 0.31 0.06],5.318780895322561e-07,0.0
[0.21 0.21 0.21 0.3  0.07],1.0251324623823165e-06,0.024999999999999994
[0.21 0.21 0.21 0.29 0.08],8.343379944562912e-07,0.024999999999999994
[0.21 0.21 0.21 0.28 0.09],8.675144985318183e-07,0.0
[0.21 0.21 0.21 0.27 0.1 ],7.829280570149422e-07,0.024999999999999994
[0.21 0.21 0.21 0.26 0.11],6.896035280078649e-07,0.024999999999999994
[0.21 0.21 0.21 0.25 0.12],9.531402960419655e-07,0.024999999999999994
[0.21 0.21 0.21 0.24 0.13],1.0829179547727108e-06,0.0
[0.21 0.21 0.21 0.23 0.14],1.218902226537466e-06,0.024999999999999994
[0.21 0.21 0.21 0.22 0.15],1.209147647023201e-06,0.024999999999999994
[0.21 0.21 0.21 0.21 0.16],1.1564132757484913e-06,0.024999999999999994
[0.21 0.21 0.21 0.2  0.17],1.1974459514021874e-06,0.024999999999999994
[0.21 0.21 0.21 0.19 0.18],1.1308791115880014e-06,0.04999999999999999
[0.21 0.21 0.21 0.18 0.19],1.440775115042925e-06,0.024999999999999994
[0.21 0.21 0.21 0.17 0.2 ],1.4267997816205024e-06,0.024999999999999994
[0.21 0.21 0.21 0.16 0.21],1.2853679247200489e-06,0.024999999999999994
[0.21 0.21 0.21 0.15 0.22],1.4050667174160482e-06,0.024999999999999994
[0.21 0.21 0.21 0.14 0.23],1.7124801874160767e-06,0.024999999999999994
[0.21 0.21 0.21 0.13 0.24],1.4756962656974793e-06,0.024999999999999994
[0.21 0.21 0.21 0.12 0.25],1.8236201256513595e-06,0.024999999999999994
[0.21 0.21 0.21 0.11 0.26],1.9063334912061692e-06,0.024999999999999994
[0.21 0.21 0.21 0.1  0.27],2.0826335996389388e-06,0.024999999999999994
[0.21 0.21 0.21 0.09 0.28],1.585344225168228e-06,0.024999999999999994
[0.21 0.21 0.21 0.08 0.29],1.5402251854538918e-06,0.04999999999999999
[0.21 0.21 0.21 0.07 0.3 ],1.850312203168869e-06,0.04999999999999999
[0.21 0.21 0.21 0.06 0.31],1.7991729080677032e-06,0.04999999999999999
[0.21 0.21 0.21 0.05 0.32],1.7696525901556016e-06,0.04999999999999999
[0.21 0.21 0.21 0.04 0.33],1.9897200167179108e-06,0.04999999999999999
[0.21 0.21 0.21 0.03 0.34],1.8818305805325509e-06,0.04999999999999999
[0.21 0.21 0.21 0.02 0.35],1.7450474202632903e-06,0.04999999999999999
[0.21 0.21 0.21 0.01 0.36],2.2195056080818176e-06,0.024999999999999994
[0.21 0.21 0.21 0.   0.37],2.1432895213365553e-06,0.024999999999999994
[0.2 0.2 0.2 0.4 0. ],8.038650207708997e-11,0.2
[0.2  0.2  0.2  0.39 0.01],2.0413706079125403e-07,0.0
[0.2  0.2  0.2  0.38 0.02],5.513348616659641e-07,-0.02500000000000001
[0.2  0.2  0.2  0.37 0.03],6.069667171686888e-07,-0.02500000000000001
[0.2  0.2  0.2  0.36 0.04],3.4123044461011885e-07,0.024999999999999994
[0.2  0.2  0.2  0.35 0.05],5.550338886678219e-07,-0.02500000000000001
[0.2  0.2  0.2  0.34 0.06],6.42511248588562e-07,0.0
[0.2  0.2  0.2  0.33 0.07],6.327797658741474e-07,0.024999999999999994
[0.2  0.2  0.2  0.32 0.08],6.361266132444143e-07,0.024999999999999994
[0.2  0.2  0.2  0.31 0.09],6.491593085229397e-07,0.024999999999999994
[0.2 0.2 0.2 0.3 0.1],6.748470477759838e-07,0.024999999999999994
[0.2  0.2  0.2  0.29 0.11],1.1686100624501705e-06,-0.02500000000000001
[0.2  0.2  0.2  0.28 0.12],1.1366866528987885e-06,-0.05
[0.2  0.2  0.2  0.27 0.13],8.262544870376587e-07,0.024999999999999994
[0.2  0.2  0.2  0.26 0.14],7.679034490138292e-07,0.024999999999999994
[0.2  0.2  0.2  0.25 0.15],9.199092164635658e-07,0.024999999999999994
[0.2  0.2  0.2  0.24 0.16],1.0409575887024404e-06,0.024999999999999994
[0.2  0.2  0.2  0.23 0.17],8.335862308740616e-07,0.024999999999999994
[0.2  0.2  0.2  0.22 0.18],8.679643273353577e-07,0.024999999999999994
[0.2  0.2  0.2  0.21 0.19],8.60083568841219e-07,0.024999999999999994
[0.2 0.2 0.2 0.2 0.2],1.1108893901109694e-06,0.024999999999999994
[0.2  0.2  0.2  0.19 0.21],1.209940854460001e-06,0.024999999999999994
[0.2  0.2  0.2  0.18 0.22],1.2539971619844437e-06,0.024999999999999994
[0.2  0.2  0.2  0.17 0.23],1.0714734904468059e-06,0.024999999999999994
[0.2  0.2  0.2  0.16 0.24],1.0204482823610307e-06,0.04999999999999999
[0.2  0.2  0.2  0.15 0.25],1.2910500168800354e-06,0.024999999999999994
[0.2  0.2  0.2  0.14 0.26],1.1375401169061662e-06,0.04999999999999999
[0.2  0.2  0.2  0.13 0.27],1.1580826714634896e-06,0.024999999999999994
[0.2  0.2  0.2  0.12 0.28],1.4446847140789032e-06,0.024999999999999994
[0.2  0.2  0.2  0.11 0.29],1.0562488809227943e-06,0.04999999999999999
[0.2 0.2 0.2 0.1 0.3],1.4962644316256046e-06,0.04999999999999999
[0.2  0.2  0.2  0.09 0.31],1.5245324000716208e-06,0.024999999999999994
[0.2  0.2  0.2  0.08 0.32],1.57721359282732e-06,0.04999999999999999
[0.2  0.2  0.2  0.07 0.33],1.4099501073360442e-06,0.04999999999999999
[0.2  0.2  0.2  0.06 0.34],1.8748069182038308e-06,0.024999999999999994
[0.2  0.2  0.2  0.05 0.35],1.5823688358068465e-06,0.04999999999999999
[0.2  0.2  0.2  0.04 0.36],1.5888473019003868e-06,0.024999999999999994
[0.2  0.2  0.2  0.03 0.37],1.6513887792825698e-06,0.04999999999999999
[0.2  0.2  0.2  0.02 0.38],1.6251767054200172e-06,0.024999999999999994
[0.2  0.2  0.2  0.01 0.39],1.7544390633702277e-06,0.024999999999999994
[0.2 0.2 0.2 0.  0.4],1.6728080809116363e-06,0.024999999999999994
[0.19 0.19 0.19 0.43 0.  ],7.980737564139418e-11,0.2
[0.19 0.19 0.19 0.42 0.01],1.0558941867202521e-07,0.04999999999999999
[0.19 0.19 0.19 0.41 0.02],7.411324768327177e-08,0.04999999999999999
[0.19 0.19 0.19 0.4  0.03],2.410412067547441e-07,0.024999999999999994
[0.19 0.19 0.19 0.39 0.04],2.7197657618671655e-07,0.024999999999999994
[0.19 0.19 0.19 0.38 0.05],4.042643122375011e-07,0.024999999999999994
[0.19 0.19 0.19 0.37 0.06],8.233805187046528e-07,-0.02500000000000001
[0.19 0.19 0.19 0.36 0.07],4.749584011733532e-07,0.024999999999999994
[0.19 0.19 0.19 0.35 0.08],4.687848500907421e-07,0.024999999999999994
[0.19 0.19 0.19 0.34 0.09],7.890963926911354e-07,0.024999999999999994
[0.19 0.19 0.19 0.33 0.1 ],6.141901947557927e-07,0.024999999999999994
[0.19 0.19 0.19 0.32 0.11],6.784327793866396e-07,0.024999999999999994
[0.19 0.19 0.19 0.31 0.12],7.339311297982931e-07,-0.02500000000000001
[0.19 0.19 0.19 0.3  0.13],5.025255493819714e-07,0.04999999999999999
[0.19 0.19 0.19 0.29 0.14],6.088070571422577e-07,0.0
[0.19 0.19 0.19 0.28 0.15],7.001372054219246e-07,0.04999999999999999
[0.19 0.19 0.19 0.27 0.16],9.653408080339433e-07,0.024999999999999994
[0.19 0.19 0.19 0.26 0.17],7.113749161362648e-07,0.024999999999999994
[0.19 0.19 0.19 0.25 0.18],8.940739557147026e-07,0.024999999999999994
[0.19 0.19 0.19 0.24 0.19],8.792067877948284e-07,0.024999999999999994
[0.19 0.19 0.19 0.23 0.2 ],6.759032607078552e-07,0.04999999999999999
[0.19 0.19 0.19 0.22 0.21],9.885829873383045e-07,0.024999999999999994
[0.19 0.19 0.19 0.21 0.22],1.036782655864954e-06,0.024999999999999994
[0.19 0.19 0.19 0.2  0.23],1.0554498061537743e-06,0.024999999999999994
[0.19 0.19 0.19 0.19 0.24],1.0659009218215943e-06,0.0
[0.19 0.19 0.19 0.18 0.25],8.943807333707809e-07,0.04999999999999999
[0.19 0.19 0.19 0.17 0.26],9.393650107085705e-07,0.024999999999999994
[0.19 0.19 0.19 0.16 0.27],1.1942977085709573e-06,0.024999999999999994
[0.19 0.19 0.19 0.15 0.28],9.996053762733936e-07,0.024999999999999994
[0.19 0.19 0.19 0.14 0.29],1.3881322927772998e-06,0.024999999999999994
[0.19 0.19 0.19 0.13 0.3 ],1.1032389476895333e-06,0.04999999999999999
[0.19 0.19 0.19 0.12 0.31],1.1243456974625588e-06,0.04999999999999999
[0.19 0.19 0.19 0.11 0.32],1.1562850326299667e-06,0.024999999999999994
[0.19 0.19 0.19 0.1  0.33],1.408073864877224e-06,0.04999999999999999
[0.19 0.19 0.19 0.09 0.34],1.2583104893565178e-06,0.024999999999999994
[0.19 0.19 0.19 0.08 0.35],1.3596623204648495e-06,0.04999999999999999
[0.19 0.19 0.19 0.07 0.36],1.1769764125347138e-06,0.04999999999999999
[0.19 0.19 0.19 0.06 0.37],1.329960860311985e-06,0.04999999999999999
[0.19 0.19 0.19 0.05 0.38],1.3669010251760482e-06,0.024999999999999994
