Molar_Fraction,Estimated_Activities,Estimated_Max_eUs
[1. 0. 0. 0. 0.],4.225634064651242e-23,-0.125
[0.95 0.   0.05 0.   0.  ],1.1608408665201263e-19,-0.075
[0.95 0.   0.   0.   0.05],1.3493241742253304e-06,0.07499999999999998
[0.9 0.  0.1 0.  0. ],2.097695940358351e-19,-0.075
[0.9  0.   0.05 0.   0.05],1.2832908891141414e-06,0.07499999999999998
[0.9 0.  0.  0.  0.1],2.572118304669857e-06,0.07499999999999998
[0.85 0.   0.15 0.   0.  ],3.963009662186906e-19,-0.075
[0.85 0.   0.1  0.   0.05],1.304443832486868e-06,0.07499999999999998
[0.85 0.   0.05 0.   0.1 ],2.2000087425112723e-06,0.07499999999999998
[0.85 0.   0.   0.   0.15],3.344351798295975e-06,0.07499999999999998
[0.8 0.  0.2 0.  0. ],5.359733957924305e-19,-0.075
[0.8  0.   0.15 0.   0.05],1.1099806055426597e-06,0.07499999999999998
[0.8 0.  0.1 0.  0.1],2.2615227848291397e-06,0.07499999999999998
[0.8  0.   0.05 0.   0.15],3.351237252354622e-06,0.07499999999999998
[0.8 0.  0.  0.  0.2],3.9744459092617035e-06,0.07499999999999998
[0.75 0.   0.25 0.   0.  ],6.854565844777432e-19,-0.075
[0.75 0.   0.2  0.   0.05],1.026836596429348e-06,0.07499999999999998
[0.75 0.   0.15 0.   0.1 ],2.1757952868938447e-06,0.07499999999999998
[0.75 0.   0.1  0.   0.15],2.9113702476024627e-06,0.07499999999999998
[0.75 0.   0.05 0.   0.2 ],3.830091282725334e-06,0.07499999999999998
[0.75 0.   0.   0.   0.25],4.168040305376053e-06,0.07499999999999998
[0.7 0.  0.3 0.  0. ],8.536564907919448e-19,-0.075
[0.7  0.   0.25 0.   0.05],9.900757111608983e-07,0.07499999999999998
[0.7 0.  0.2 0.  0.1],2.0414430648088457e-06,0.07499999999999998
[0.7  0.   0.15 0.   0.15],2.9141416773200036e-06,0.07499999999999998
[0.7 0.  0.1 0.  0.2],3.948279097676277e-06,0.07499999999999998
[0.7  0.   0.05 0.   0.25],4.232330620288849e-06,0.07499999999999998
[0.7 0.  0.  0.  0.3],4.867666214704513e-06,0.07499999999999998
[0.65 0.   0.35 0.   0.  ],1.0157443767653488e-18,-0.075
[0.65 0.   0.3  0.   0.05],1.0474511422216892e-06,0.07499999999999998
[0.65 0.   0.25 0.   0.1 ],1.9101690500974657e-06,0.07499999999999998
[0.65 0.   0.2  0.   0.15],2.8881331905722616e-06,0.07499999999999998
[0.65 0.   0.15 0.   0.2 ],3.4113407135009764e-06,0.07499999999999998
[0.65 0.   0.1  0.   0.25],4.028227925300598e-06,0.07499999999999998
[0.65 0.   0.05 0.   0.3 ],4.976753145456314e-06,0.07499999999999998
[0.65 0.   0.   0.   0.35],5.0114896148443225e-06,0.07499999999999998
[0.6 0.  0.4 0.  0. ],1.2842354404300066e-18,-0.075
[0.6  0.   0.35 0.   0.05],9.045305661857128e-07,0.024999999999999994
[0.6 0.  0.3 0.  0.1],1.7863249406218528e-06,0.024999999999999994
[0.6  0.   0.25 0.   0.15],2.4123441427946092e-06,0.07499999999999998
[0.6 0.  0.2 0.  0.2],3.4780196845531462e-06,0.07499999999999998
[0.6  0.   0.15 0.   0.25],3.885248303413391e-06,0.07499999999999998
[0.6 0.  0.1 0.  0.3],4.342838004231453e-06,0.07499999999999998
[0.6  0.   0.05 0.   0.35],4.638265445828438e-06,0.07499999999999998
[0.6 0.  0.  0.  0.4],5.044250190258026e-06,0.07499999999999998
[0.55 0.   0.45 0.   0.  ],1.4299337470938082e-18,-0.075
[0.55 0.   0.4  0.   0.05],1.0966282337903976e-06,0.024999999999999994
[0.55 0.   0.35 0.   0.1 ],1.722017303109169e-06,0.024999999999999994
[0.55 0.   0.3  0.   0.15],2.55037397146225e-06,0.07499999999999998
[0.55 0.   0.25 0.   0.2 ],3.102594055235386e-06,0.07499999999999998
[0.55 0.   0.2  0.   0.25],3.6606423556804658e-06,0.07499999999999998
[0.55 0.   0.15 0.   0.3 ],4.456015676259994e-06,0.07499999999999998
[0.55 0.   0.1  0.   0.35],4.348738864064217e-06,0.07499999999999998
[0.55 0.   0.05 0.   0.4 ],4.676413908600807e-06,0.07499999999999998
[0.55 0.   0.   0.   0.45],5.316684767603874e-06,0.07499999999999998
[0.5 0.  0.5 0.  0. ],1.50651077712987e-18,-0.075
[0.5  0.   0.45 0.   0.05],8.367659524083137e-07,0.04999999999999999
[0.5 0.  0.4 0.  0.1],1.473115012049675e-06,0.04999999999999999
[0.5  0.   0.35 0.   0.15],2.2429071366786955e-06,0.07499999999999998
