Molar_Fraction,Estimated_Activities,Estimated_Max_eUs
[0.4  0.   0.45 0.   0.15],3.236168995499611e-06,0.024999999999999994
[0.4 0.  0.4 0.  0.2],3.3820908516645432e-06,0.024999999999999994
[0.4  0.   0.35 0.   0.25],2.8231548145413397e-06,0.024999999999999994
[0.4 0.  0.3 0.  0.3],2.4586576968431473e-06,0.024999999999999994
[0.4  0.   0.25 0.   0.35],1.7169833183288574e-06,0.04999999999999999
[0.4 0.  0.2 0.  0.4],1.5061176382005214e-06,0.04999999999999999
[0.4  0.   0.15 0.   0.45],8.183781057596207e-07,0.07499999999999998
[0.4 0.  0.1 0.  0.5],5.233205854892731e-07,0.07499999999999998
[0.4  0.   0.05 0.   0.55],3.350880928337574e-07,0.07499999999999998
[0.4 0.  0.  0.  0.6],2.0903763361275196e-07,0.07499999999999998
[0.35 0.   0.65 0.   0.  ],1.3003267794388807e-18,-0.075
[0.35 0.   0.6  0.   0.05],1.372014544904232e-06,0.024999999999999994
[0.35 0.   0.55 0.   0.1 ],2.6749514043331145e-06,0.024999999999999994
[0.35 0.   0.5  0.   0.15],3.7833966314792633e-06,-0.05
[0.35 0.   0.45 0.   0.2 ],3.596935048699379e-06,0.024999999999999994
[0.35 0.   0.4  0.   0.25],2.6753127574920656e-06,0.04999999999999999
[0.35 0.   0.35 0.   0.3 ],2.4619758129119875e-06,0.024999999999999994
[0.35 0.   0.3  0.   0.35],1.8464360386133195e-06,0.04999999999999999
[0.35 0.   0.25 0.   0.4 ],1.504858396947384e-06,0.04999999999999999
[0.35 0.   0.2  0.   0.45],9.072570130228996e-07,0.04999999999999999
[0.35 0.   0.15 0.   0.5 ],4.455704241991043e-07,0.07499999999999998
[0.35 0.   0.1  0.   0.55],3.068639896810055e-07,0.07499999999999998
[0.35 0.   0.05 0.   0.6 ],1.3715728418901563e-07,0.07499999999999998
[0.35 0.   0.   0.   0.65],8.347257389687002e-08,0.04999999999999999
[0.3 0.  0.7 0.  0. ],9.432010023274068e-19,-0.075
[0.3  0.   0.65 0.   0.05],1.2266802601516246e-06,0.024999999999999994
[0.3 0.  0.6 0.  0.1],2.347056195139885e-06,0.024999999999999994
[0.3  0.   0.55 0.   0.15],3.0510010197758674e-06,0.024999999999999994
[0.3 0.  0.5 0.  0.2],2.8875697404146193e-06,0.024999999999999994
[0.3  0.   0.45 0.   0.25],3.1113071367144585e-06,0.024999999999999994
[0.3 0.  0.4 0.  0.3],2.3730358108878134e-06,0.024999999999999994
[0.3  0.   0.35 0.   0.35],1.6921859234571457e-06,0.04999999999999999
[0.3 0.  0.3 0.  0.4],1.3097663410007953e-06,0.04999999999999999
[0.3  0.   0.25 0.   0.45],7.321000099182129e-07,0.04999999999999999
[0.3 0.  0.2 0.  0.5],4.0485430508852005e-07,0.07499999999999998
[0.3  0.   0.15 0.   0.55],3.215971868485212e-07,0.04999999999999999
[0.3 0.  0.1 0.  0.6],1.2502643512561918e-07,0.07499999999999998
[0.3  0.   0.05 0.   0.65],7.071002619341016e-08,0.09999999999999998
[0.3 0.  0.  0.  0.7],2.2247747983783482e-08,0.07499999999999998
[0.25 0.   0.75 0.   0.  ],6.809358002316576e-19,-0.075
[0.25 0.   0.7  0.   0.05],1.0251687839627265e-06,0.04999999999999999
[0.25 0.   0.65 0.   0.1 ],1.9896475598216057e-06,0.024999999999999994
[0.25 0.   0.6  0.   0.15],2.620059251785278e-06,0.024999999999999994
[0.25 0.   0.55 0.   0.2 ],2.853327803313732e-06,0.024999999999999994
[0.25 0.   0.5  0.   0.25],2.5552701205015184e-06,0.024999999999999994
[0.25 0.   0.45 0.   0.3 ],2.5949366390705108e-06,-0.05
[0.25 0.   0.4  0.   0.35],1.9247472286224364e-06,0.024999999999999994
[0.25 0.   0.35 0.   0.4 ],1.2042000889778137e-06,0.04999999999999999
[0.25 0.   0.3  0.   0.45],8.690543472766876e-07,0.024999999999999994
[0.25 0.   0.25 0.   0.5 ],5.415632389485836e-07,0.04999999999999999
[0.25 0.   0.2  0.   0.55],1.9285768503323198e-07,0.07499999999999998
[0.25 0.   0.15 0.   0.6 ],1.7668768996372818e-07,0.07499999999999998
[0.25 0.   0.1  0.   0.65],4.8816011985763906e-08,0.09999999999999998
[0.25 0.   0.05 0.   0.7 ],3.450849326327443e-08,0.09999999999999998
[0.25 0.   0.   0.   0.75],1.5168494428507985e-08,0.09999999999999998
[0.2 0.  0.8 0.  0. ],4.613531812711156e-19,-0.075
[0.2  0.   0.75 0.   0.05],9.90096852183342e-07,0.024999999999999994
[0.2 0.  0.7 0.  0.1],1.8772386014461517e-06,0.024999999999999994
[0.2  0.   0.65 0.   0.15],2.064557373523712e-06,0.024999999999999994
[0.2 0.  0.6 0.  0.2],2.616204135119915e-06,0.024999999999999994
[0.2  0.   0.55 0.   0.25],5.4625045508146284e-06,-0.05
[0.2 0.  0.5 0.  0.3],1.9222665578126908e-06,0.024999999999999994
[0.2  0.   0.45 0.   0.35],1.699613407254219e-06,0.024999999999999994
[0.2 0.  0.4 0.  0.4],1.5018945559859275e-06,-0.05
[0.2  0.   0.35 0.   0.45],1.0056792758405208e-06,0.024999999999999994
[0.2 0.  0.3 0.  0.5],4.5523904263973234e-07,0.04999999999999999
[0.2  0.   0.25 0.   0.55],3.6657857708632946e-07,-0.02500000000000001
[0.2 0.  0.2 0.  0.6],1.1364184319972992e-07,0.07499999999999998
[0.2  0.   0.15 0.   0.65],5.0818210002034904e-08,0.09999999999999998
[0.2 0.  0.1 0.  0.7],1.8636407912708818e-08,0.07499999999999998
[0.2  0.   0.05 0.   0.75],8.245097706094384e-09,0.12499999999999997
[0.2 0.  0.  0.  0.8],2.871186734410003e-09,0.09999999999999998
[0.15 0.   0.85 0.   0.  ],2.908853230648169e-19,-0.075
[0.15 0.   0.8  0.   0.05],7.383097894489765e-07,0.04999999999999999
[0.15 0.   0.75 0.   0.1 ],1.5360346995294093e-06,0.07499999999999998
[0.15 0.   0.7  0.   0.15],2.0165618509054183e-06,0.04999999999999999
[0.15 0.   0.65 0.   0.2 ],2.5085560977458954e-06,0.04999999999999999
[0.15 0.   0.6  0.   0.25],2.2103000432252884e-06,0.024999999999999994
[0.15 0.   0.55 0.   0.3 ],2.511674910783768e-06,0.024999999999999994
[0.15 0.   0.5  0.   0.35],2.15405635535717e-06,0.024999999999999994
[0.15 0.   0.45 0.   0.4 ],1.4202767051756383e-06,0.04999999999999999
[0.15 0.   0.4  0.   0.45],1.3038515113294125e-06,0.024999999999999994
[0.15 0.   0.35 0.   0.5 ],8.513692766427994e-07,0.024999999999999994
[0.15 0.   0.3  0.   0.55],3.8600601255893707e-07,0.024999999999999994
[0.15 0.   0.25 0.   0.6 ],2.535372273996472e-07,0.07499999999999998
[0.15 0.   0.2  0.   0.65],5.25691662915051e-08,0.07499999999999998
[0.15 0.   0.15 0.   0.7 ],2.4972873507067563e-08,0.09999999999999998
[0.15 0.   0.1  0.   0.75],8.852666360326111e-09,0.12499999999999997
[0.15 0.   0.05 0.   0.8 ],1.6946354662650266e-09,0.09999999999999998
[0.15 0.   0.   0.   0.85],1.547770011711691e-10,0.2
[0.1 0.  0.9 0.  0. ],1.9361117001753846e-19,-0.075
[0.1  0.   0.85 0.   0.05],8.030185475945473e-07,0.04999999999999999
[0.1 0.  0.8 0.  0.1],1.509254891425371e-06,0.07499999999999998
[0.1  0.   0.75 0.   0.15],1.9037667661905289e-06,0.07499999999999998
[0.1 0.  0.7 0.  0.2],2.3882176727056504e-06,0.07499999999999998
[0.1  0.   0.65 0.   0.25],2.4103382602334024e-06,0.07499999999999998
[0.1 0.  0.6 0.  0.3],2.3792756721377374e-06,0.024999999999999994
[0.1  0.   0.55 0.   0.35],1.932975836098194e-06,0.024999999999999994
[0.1 0.  0.5 0.  0.4],1.7842642962932586e-06,0.024999999999999994
[0.1  0.   0.45 0.   0.45],1.4800379052758216e-06,0.024999999999999994
[0.1 0.  0.4 0.  0.5],8.618318475782871e-07,0.024999999999999994
[0.1  0.   0.35 0.   0.55],6.532956380397082e-07,-0.02500000000000001
[0.1 0.  0.3 0.  0.6],2.4548773653805254e-07,0.024999999999999994
[0.1  0.   0.25 0.   0.65],8.569356286898255e-08,0.07499999999999998
[0.1 0.  0.2 0.  0.7],5.6076602777466176e-08,0.07499999999999998
[0.1  0.   0.15 0.   0.75],1.4255466521717608e-08,0.07499999999999998
[0.1 0.  0.1 0.  0.8],3.5817552998196333e-09,0.12499999999999997
[0.1  0.   0.05 0.   0.85],3.900994488503784e-09,0.09999999999999998
[0.1 0.  0.  0.  0.9],2.1236830889392878e-10,0.2
[0.05 0.   0.95 0.   0.  ],1.265945690934005e-19,-0.075
[0.05 0.   0.9  0.   0.05],7.916497066617011e-07,0.07499999999999998
[0.05 0.   0.85 0.   0.1 ],1.4930901117622851e-06,0.07499999999999998
[0.05 0.   0.8  0.   0.15],2.2642210125923156e-06,0.07499999999999998
[0.05 0.   0.75 0.   0.2 ],2.6256753131747245e-06,0.07499999999999998
[0.05 0.   0.7  0.   0.25],2.6395495980978014e-06,0.07499999999999998
[0.05 0.   0.65 0.   0.3 ],2.413587458431721e-06,0.07499999999999998
[0.05 0.   0.6  0.   0.35],2.5813648477196693e-06,0.024999999999999994
[0.05 0.   0.55 0.   0.4 ],2.2858187556266783e-06,0.024999999999999994
[0.05 0.   0.5  0.   0.45],1.95935033261776e-06,0.024999999999999994
[0.05 0.   0.45 0.   0.5 ],1.3849840499460697e-06,0.024999999999999994
[0.05 0.   0.4  0.   0.55],1.3365596532821654e-06,0.024999999999999994
[0.05 0.   0.35 0.   0.6 ],5.861105397343636e-07,0.024999999999999994
[0.05 0.   0.3  0.   0.65],2.73078354075551e-07,0.024999999999999994
[0.05 0.   0.25 0.   0.7 ],1.7416923074051738e-07,-0.05
[0.05 0.   0.2  0.   0.75],5.764068337157369e-08,0.07499999999999998
[0.05 0.   0.15 0.   0.8 ],8.532077481504529e-09,0.12499999999999997
[0.05 0.   0.1  0.   0.85],2.7408561436459422e-09,0.12499999999999997
[0.05 0.   0.05 0.   0.9 ],5.150974629941629e-10,0.2
[0.05 0.   0.   0.   0.95],3.6844621718046257e-10,0.2
[0. 0. 1. 0. 0.],8.919580924690108e-20,-0.075
[0.   0.   0.95 0.   0.05],6.151792593300342e-07,0.07499999999999998
[0.  0.  0.9 0.  0.1],1.5196774154901504e-06,0.07499999999999998
[0.   0.   0.85 0.   0.15],2.3891676217317582e-06,0.07499999999999998
[0.  0.  0.8 0.  0.2],2.5524504482746123e-06,0.07499999999999998
[0.   0.   0.75 0.   0.25],2.917291969060898e-06,0.07499999999999998
[0.  0.  0.7 0.  0.3],2.640434354543686e-06,0.07499999999999998
[0.   0.   0.65 0.   0.35],2.33513992279768e-06,0.024999999999999994
[0.  0.  0.6 0.  0.4],2.52347681671381e-06,0.024999999999999994
[0.   0.   0.55 0.   0.45],2.557770162820816e-06,0.024999999999999994
[0.  0.  0.5 0.  0.5],2.1176528185606e-06,0.024999999999999994
[0.   0.   0.45 0.   0.55],1.8790189176797868e-06,0.024999999999999994
[0.  0.  0.4 0.  0.6],1.2005649507045746e-06,0.024999999999999994
[0.   0.   0.35 0.   0.65],5.286280997097492e-07,0.024999999999999994
[0.  0.  0.3 0.  0.7],3.7437682040035727e-07,0.024999999999999994
[0.   0.   0.25 0.   0.75],1.6049693804234267e-07,0.024999999999999994
[0.  0.  0.2 0.  0.8],9.808840695768594e-08,0.024999999999999994
[0.   0.   0.15 0.   0.85],7.894098962424323e-09,0.12499999999999997
[0.  0.  0.1 0.  0.9],1.2627987416635733e-09,0.12499999999999997
[0.   0.   0.05 0.   0.95],7.571668447781121e-10,0.2
[0. 0. 0. 0. 1.],6.73056365485536e-10,0.2
