Molar_Fraction,Estimated_Activities,Estimated_Max_eUs
[1. 0. 0. 0. 0.],4.225634064651242e-23,-0.125
[0.95 0.05 0.   0.   0.  ],1.8835378474469678e-19,-0.15
[0.95 0.   0.05 0.   0.  ],3.211336742925679e-19,-0.075
[0.95 0.   0.   0.05 0.  ],1.1192251569980272e-12,0.024999999999999994
[0.95 0.   0.   0.   0.05],3.0320871621370317e-06,0.07499999999999998
[0.9 0.1 0.  0.  0. ],4.451243688149021e-19,-0.15
[0.9  0.05 0.05 0.   0.  ],6.507330617281162e-19,-0.075
[0.9  0.05 0.   0.05 0.  ],2.2520151077287664e-12,0.07499999999999998
[0.9  0.05 0.   0.   0.05],2.806834690272808e-06,0.07499999999999998
[0.9 0.  0.1 0.  0. ],7.041488652061037e-19,-0.075
[0.9  0.   0.05 0.05 0.  ],1.0851890053231728e-12,0.07499999999999998
[0.9  0.   0.05 0.   0.05],2.607383765280247e-06,0.07499999999999998
[0.9 0.  0.  0.1 0. ],3.7160837962346704e-12,0.2
[0.9  0.   0.   0.05 0.05],2.2225555032491685e-06,0.07499999999999998
[0.9 0.  0.  0.  0.1],4.649226367473602e-06,0.07499999999999998
[0.85 0.15 0.   0.   0.  ],7.182843627881203e-19,-0.075
[0.85 0.1  0.05 0.   0.  ],9.885550426749594e-19,-0.075
[0.85 0.1  0.   0.05 0.  ],2.6190782875801234e-12,0.07499999999999998
[0.85 0.1  0.   0.   0.05],2.1740652620792387e-06,0.07499999999999998
[0.85 0.05 0.1  0.   0.  ],1.2328711083986216e-18,-0.075
[0.85 0.05 0.05 0.05 0.  ],2.1068920830202844e-12,0.07499999999999998
[0.85 0.05 0.05 0.   0.05],2.3429110646247863e-06,0.07499999999999998
[0.85 0.05 0.   0.1  0.  ],5.6662457836864635e-12,0.2
[0.85 0.05 0.   0.05 0.05],1.8519122153520584e-06,0.07499999999999998
[0.85 0.05 0.   0.   0.1 ],3.876451030373573e-06,0.07499999999999998
[0.85 0.   0.15 0.   0.  ],1.1303390406829096e-18,-0.075
[0.85 0.   0.1  0.05 0.  ],1.0906958891609975e-12,0.2
[0.85 0.   0.1  0.   0.05],2.373290807008743e-06,0.07499999999999998
[0.85 0.   0.05 0.1  0.  ],3.653888924759485e-12,0.2
[0.85 0.   0.05 0.05 0.05],1.8142744898796082e-06,0.07499999999999998
[0.85 0.   0.05 0.   0.1 ],3.83591428399086e-06,0.07499999999999998
[0.85 0.   0.   0.15 0.  ],6.3464533184287574e-12,0.2
[0.85 0.   0.   0.1  0.05],1.575981080532074e-06,0.07499999999999998
[0.85 0.   0.   0.05 0.1 ],3.010484576225281e-06,0.07499999999999998
[0.85 0.   0.   0.   0.15],4.751834273338318e-06,0.07499999999999998
[0.8 0.2 0.  0.  0. ],1.026472811371977e-18,-0.15
[0.8  0.15 0.05 0.   0.  ],1.3673991680705071e-18,-0.075
[0.8  0.15 0.   0.05 0.  ],3.1232396224822877e-12,0.2
[0.8  0.15 0.   0.   0.05],2.0038194954395295e-06,0.07499999999999998
[0.8 0.1 0.1 0.  0. ],1.6807964457635043e-18,-0.075
[0.8  0.1  0.05 0.05 0.  ],2.4285967015202914e-12,0.2
[0.8  0.1  0.05 0.   0.05],2.105104550719261e-06,0.024999999999999994
[0.8 0.1 0.  0.1 0. ],7.595090067979982e-12,0.2
[0.8  0.1  0.   0.05 0.05],1.7335547134280205e-06,0.04999999999999999
[0.8 0.1 0.  0.  0.1],3.735130652785301e-06,0.07499999999999998
[0.8  0.05 0.15 0.   0.  ],1.7142849097727397e-18,-0.075
[0.8  0.05 0.1  0.05 0.  ],1.95444762596253e-12,0.2
[0.8  0.05 0.1  0.   0.05],1.9464399665594102e-06,0.04999999999999999
[0.8  0.05 0.05 0.1  0.  ],6.3123188454028424e-12,0.2
[0.8  0.05 0.05 0.05 0.05],1.6365746036171912e-06,0.07499999999999998
[0.8  0.05 0.05 0.   0.1 ],3.673798590898514e-06,0.07499999999999998
[0.8  0.05 0.   0.15 0.  ],1.1265023402984298e-11,0.2
[0.8  0.05 0.   0.1  0.05],1.3286825269460678e-06,0.07499999999999998
[0.8  0.05 0.   0.05 0.1 ],2.8919836506247522e-06,0.07499999999999998
[0.8  0.05 0.   0.   0.15],4.366901144385338e-06,0.07499999999999998
[0.8 0.  0.2 0.  0. ],1.543029416804613e-18,-0.075
[0.8  0.   0.15 0.05 0.  ],1.1492815588098893e-12,0.07499999999999998
[0.8  0.   0.15 0.   0.05],2.1337097510695455e-06,0.024999999999999994
[0.8 0.  0.1 0.1 0. ],3.145884619470962e-12,0.2
[0.8  0.   0.1  0.05 0.05],1.711064763367176e-06,0.07499999999999998
[0.8 0.  0.1 0.  0.1],3.5707224160432817e-06,0.07499999999999998
[0.8  0.   0.05 0.15 0.  ],6.735862001505666e-12,0.2
[0.8  0.   0.05 0.1  0.05],1.2596320360898972e-06,0.07499999999999998
[0.8  0.   0.05 0.05 0.1 ],2.6086602360010146e-06,0.07499999999999998
[0.8  0.   0.05 0.   0.15],4.6102527529001236e-06,0.07499999999999998
[0.8 0.  0.  0.2 0. ],1.1528736365562509e-11,0.2
[0.8  0.   0.   0.15 0.05],9.926439262926579e-07,0.07499999999999998
[0.8 0.  0.  0.1 0.1],2.067340724170208e-06,0.07499999999999998
[0.8  0.   0.   0.05 0.15],3.016562759876251e-06,0.07499999999999998
[0.8 0.  0.  0.  0.2],5.009270831942558e-06,0.07499999999999998
[0.75 0.25 0.   0.   0.  ],1.274439080878537e-18,-0.075
[0.75 0.2  0.05 0.   0.  ],1.7852813479391113e-18,-0.075
[0.75 0.2  0.   0.05 0.  ],2.9846937366073687e-12,0.2
[0.75 0.2  0.   0.   0.05],1.9142990931868555e-06,0.04999999999999999
[0.75 0.15 0.1  0.   0.  ],2.137146796338252e-18,-0.075
[0.75 0.15 0.05 0.05 0.  ],2.9457295269708082e-12,0.07499999999999998
[0.75 0.15 0.05 0.   0.05],1.7381239682435989e-06,0.024999999999999994
[0.75 0.15 0.   0.1  0.  ],8.40783798139455e-12,0.2
[0.75 0.15 0.   0.05 0.05],1.3418321497738362e-06,0.07499999999999998
[0.75 0.15 0.   0.   0.1 ],2.931803837418556e-06,0.07499999999999998
[0.75 0.1  0.15 0.   0.  ],2.3146293367214133e-18,-0.075
[0.75 0.1  0.1  0.05 0.  ],2.2628116269629572e-12,0.07499999999999998
[0.75 0.1  0.1  0.   0.05],1.8895622342824936e-06,0.04999999999999999
[0.75 0.1  0.05 0.1  0.  ],8.754638258778869e-12,0.2
[0.75 0.1  0.05 0.05 0.05],1.4059355482459067e-06,0.07499999999999998
[0.75 0.1  0.05 0.   0.1 ],2.693665586411953e-06,0.07499999999999998
[0.75 0.1  0.   0.15 0.  ],1.4662617786598275e-11,0.2
[0.75 0.1  0.   0.1  0.05],9.199051186442375e-07,0.07499999999999998
[0.75 0.1  0.   0.05 0.1 ],1.9587043672800065e-06,0.07499999999999998
[0.75 0.1  0.   0.   0.15],3.845921531319618e-06,0.07499999999999998
[0.75 0.05 0.2  0.   0.  ],2.3449517609804018e-18,-0.075
[0.75 0.05 0.15 0.05 0.  ],1.974995633702292e-12,0.024999999999999994
[0.75 0.05 0.15 0.   0.05],1.9008275121450425e-06,0.04999999999999999
[0.75 0.05 0.1  0.1  0.  ],6.263149998630979e-12,0.2
[0.75 0.05 0.1  0.05 0.05],1.3483183458447456e-06,0.07499999999999998
[0.75 0.05 0.1  0.   0.1 ],2.981909178197384e-06,0.07499999999999998
[0.75 0.05 0.05 0.15 0.  ],9.340766382592847e-12,0.2
[0.75 0.05 0.05 0.1  0.05],1.1357388459146022e-06,0.07499999999999998
[0.75 0.05 0.05 0.05 0.1 ],2.440640889108181e-06,0.07499999999999998
[0.75 0.05 0.05 0.   0.15],3.945223987102509e-06,0.07499999999999998
[0.75 0.05 0.   0.2  0.  ],1.932899209577954e-11,0.2
[0.75 0.05 0.   0.15 0.05],7.552587427198887e-07,0.07499999999999998
[0.75 0.05 0.   0.1  0.1 ],1.717841438949108e-06,0.07499999999999998
[0.75 0.05 0.   0.05 0.15],2.520951069891453e-06,0.07499999999999998
[0.75 0.05 0.   0.   0.2 ],4.219268262386322e-06,0.07499999999999998
[0.75 0.   0.25 0.   0.  ],1.949539332323381e-18,-0.075
[0.75 0.   0.2  0.05 0.  ],1.4153854976939329e-12,0.2
[0.75 0.   0.2  0.   0.05],1.7706183716654777e-06,0.04999999999999999
[0.75 0.   0.15 0.1  0.  ],3.3949639544061938e-12,0.2
[0.75 0.   0.15 0.05 0.05],1.470922864973545e-06,0.07499999999999998
[0.75 0.   0.15 0.   0.1 ],2.9845619574189185e-06,0.07499999999999998
[0.75 0.   0.1  0.15 0.  ],6.855081835510646e-12,0.2
[0.75 0.   0.1  0.1  0.05],1.070056576281786e-06,0.07499999999999998
[0.75 0.   0.1  0.05 0.1 ],2.197648398578167e-06,0.07499999999999998
[0.75 0.   0.1  0.   0.15],3.93381416797638e-06,0.07499999999999998
[0.75 0.   0.05 0.2  0.  ],1.14437455067673e-11,0.2
[0.75 0.   0.05 0.15 0.05],7.376537192612887e-07,0.07499999999999998
[0.75 0.   0.05 0.1  0.1 ],1.7795506864786148e-06,0.07499999999999998
[0.75 0.   0.05 0.05 0.15],2.9351141303777694e-06,0.07499999999999998
[0.75 0.   0.05 0.   0.2 ],4.367168247699737e-06,0.07499999999999998
[0.75 0.   0.   0.25 0.  ],1.7693764675641432e-11,0.2
[0.75 0.   0.   0.2  0.05],6.336991675198078e-07,0.07499999999999998
[0.75 0.   0.   0.15 0.1 ],1.1328975670039653e-06,0.07499999999999998
[0.75 0.   0.   0.1  0.15],1.799166202545166e-06,0.07499999999999998
[0.75 0.   0.   0.05 0.2 ],3.2344236969947816e-06,0.07499999999999998
[0.75 0.   0.   0.   0.25],4.6921826899051664e-06,0.07499999999999998
[0.7 0.3 0.  0.  0. ],1.6565281047917213e-18,-0.075
[0.7  0.25 0.05 0.   0.  ],2.2081000358243132e-18,-0.075
[0.7  0.25 0.   0.05 0.  ],3.4281555372217556e-12,0.2
[0.7  0.25 0.   0.   0.05],1.842987909913063e-06,0.04999999999999999
[0.7 0.2 0.1 0.  0. ],2.680154546647745e-18,-0.075
[0.7  0.2  0.05 0.05 0.  ],2.8566844889610365e-12,0.07499999999999998
[0.7  0.2  0.05 0.   0.05],1.958176866173744e-06,0.024999999999999994
[0.7 0.2 0.  0.1 0. ],8.980620691545483e-12,0.2
[0.7  0.2  0.   0.05 0.05],1.2925198301672935e-06,0.04999999999999999
[0.7 0.2 0.  0.  0.1],2.8210051357746123e-06,0.04999999999999999
[0.7  0.15 0.15 0.   0.  ],2.849953481759773e-18,-0.075
[0.7  0.15 0.1  0.05 0.  ],2.9959778657939753e-12,0.2
[0.7  0.15 0.1  0.   0.05],2.128981240093708e-06,0.024999999999999994
[0.7  0.15 0.05 0.1  0.  ],8.906444293188543e-12,0.2
[0.7  0.15 0.05 0.05 0.05],1.3267893344163895e-06,0.04999999999999999
