Molar_Fraction,Estimated_Activities,Estimated_Max_eUs
[1. 0. 0. 0. 0.],4.225634064651242e-23,-0.1111111111111111
[0.8 0.2 0.  0.  0. ],1.0224697336632533e-18,-0.1111111111111111
[0.8 0.  0.2 0.  0. ],1.6630702484631346e-18,-0.1111111111111111
[0.8 0.  0.  0.2 0. ],1.1738367078351075e-11,0.2
[0.8 0.  0.  0.  0.2],3.941848874092102e-06,0.08333333333333334
[0.6 0.4 0.  0.  0. ],2.2403213385444562e-18,-0.1111111111111111
[0.6 0.2 0.2 0.  0. ],4.0557099643739534e-18,-0.1111111111111111
[0.6 0.2 0.  0.2 0. ],2.8640309324146073e-11,0.2
[0.6 0.2 0.  0.  0.2],3.2872725278139112e-06,0.04444444444444445
[0.6 0.  0.4 0.  0. ],2.6573405612463976e-18,-0.1111111111111111
[0.6 0.  0.2 0.2 0. ],1.1323619730774226e-11,0.2
[0.6 0.  0.2 0.  0.2],2.8919458389282226e-06,0.04444444444444445
[0.6 0.  0.  0.4 0. ],3.982742668995343e-11,0.2
[0.6 0.  0.  0.2 0.2],4.3790671043097975e-07,0.08333333333333334
[0.6 0.  0.  0.  0.4],2.0632818341255186e-06,0.08333333333333334
[0.4 0.6 0.  0.  0. ],3.3534908519799317e-18,-0.1111111111111111
[0.4 0.4 0.2 0.  0. ],5.4384526260642036e-18,-0.1111111111111111
[0.4 0.4 0.  0.2 0. ],2.1727815635586012e-11,0.2
[0.4 0.4 0.  0.  0.2],2.943766303360462e-06,0.04444444444444445
[0.4 0.2 0.4 0.  0. ],4.588312761959375e-18,-0.1111111111111111
[0.4 0.2 0.2 0.2 0. ],3.286115770606557e-11,0.2
[0.4 0.2 0.2 0.  0.2],3.318258747458458e-06,0.04444444444444445
[0.4 0.2 0.  0.4 0. ],9.413689667781e-11,0.2
[0.4 0.2 0.  0.2 0.2],4.146386869251728e-07,0.04444444444444445
[0.4 0.2 0.  0.  0.4],9.468880482017994e-07,0.04444444444444445
[0.4 0.  0.6 0.  0. ],1.6401368314162244e-18,-0.1111111111111111
[0.4 0.  0.4 0.2 0. ],9.911867238088234e-12,0.2
[0.4 0.  0.4 0.  0.2],2.7333518490195276e-06,0.04444444444444445
[0.4 0.  0.2 0.4 0. ],3.405372126508155e-11,0.2
[0.4 0.  0.2 0.2 0.2],4.4267354533076285e-07,0.08333333333333334
[0.4 0.  0.2 0.  0.4],1.3860852457582951e-06,0.04444444444444445
[0.4 0.  0.  0.6 0. ],6.930825406925578e-11,0.2
[0.4 0.  0.  0.4 0.2],2.7590367244556546e-08,0.08333333333333334
[0.4 0.  0.  0.2 0.4],6.686304695904255e-08,0.08333333333333334
[0.4 0.  0.  0.  0.6],2.318570390343666e-07,0.08333333333333334
[0.2 0.8 0.  0.  0. ],3.6310567725315875e-18,-0.1111111111111111
[0.2 0.6 0.2 0.  0. ],5.221926949010303e-18,-0.1111111111111111
[0.2 0.6 0.  0.2 0. ],8.210785296114409e-12,0.2
[0.2 0.6 0.  0.  0.2],2.4911899119615555e-06,0.04444444444444445
[0.2 0.4 0.4 0.  0. ],4.467897541738166e-18,-0.1111111111111111
[0.2 0.4 0.2 0.2 0. ],2.3165169693584176e-11,0.2
[0.2 0.4 0.2 0.  0.2],3.30372154712677e-06,0.04444444444444445
[0.2 0.4 0.  0.4 0. ],5.6636656609043714e-11,0.2
[0.2 0.4 0.  0.2 0.2],1.010500080883503e-06,0.04444444444444445
[0.2 0.4 0.  0.  0.4],1.2136110104620457e-06,0.08333333333333334
[0.2 0.2 0.6 0.  0. ],2.5140937373385394e-18,-0.1111111111111111
[0.2 0.2 0.4 0.2 0. ],2.6082489057444037e-11,0.2
[0.2 0.2 0.4 0.  0.2],4.4736087322235106e-06,0.005555555555555564
[0.2 0.2 0.2 0.4 0. ],7.827584340702743e-11,0.2
[0.2 0.2 0.2 0.2 0.2],1.1587453074753284e-06,0.04444444444444445
[0.2 0.2 0.2 0.  0.4],2.1522829309105874e-06,0.005555555555555564
[0.2 0.2 0.  0.6 0. ],1.3631258752866415e-10,0.2
[0.2 0.2 0.  0.4 0.2],1.176816294901073e-07,0.04444444444444445
[0.2 0.2 0.  0.2 0.4],1.808211556635797e-07,0.08333333333333334
[0.2 0.2 0.  0.  0.6],1.8961133901029825e-07,0.08333333333333334
[0.2 0.  0.8 0.  0. ],4.540564582986408e-19,-0.1111111111111111
[0.2 0.  0.6 0.2 0. ],4.783330709301481e-12,0.2
[0.2 0.  0.6 0.  0.2],2.3145776242017747e-06,0.04444444444444445
[0.2 0.  0.4 0.4 0. ],2.3053621589497198e-11,0.2
[0.2 0.  0.4 0.2 0.2],4.991953261196613e-07,0.04444444444444445
[0.2 0.  0.4 0.  0.4],1.3347288593649864e-06,0.04444444444444445
[0.2 0.  0.2 0.6 0. ],5.435710477286193e-11,0.2
[0.2 0.  0.2 0.4 0.2],9.853336960077286e-08,0.005555555555555564
[0.2 0.  0.2 0.2 0.4],8.940454572439194e-08,0.08333333333333334
[0.2 0.  0.2 0.  0.6],1.2141077313572168e-07,0.08333333333333334
[0.2 0.  0.  0.8 0. ],9.682894415163901e-11,0.2
[0.2 0.  0.  0.6 0.2],5.95244000578532e-10,0.12222222222222226
[0.2 0.  0.  0.4 0.4],2.4108283014356857e-10,0.12222222222222226
[0.2 0.  0.  0.2 0.6],8.274475931102643e-11,0.16111111111111112
[0.2 0.  0.  0.  0.8],2.736252554313978e-10,0.16111111111111112
[0. 1. 0. 0. 0.],1.0477575634903514e-18,-0.15
[0.  0.8 0.2 0.  0. ],1.3884601340842171e-18,-0.1111111111111111
