Adsorbate,Action,Gibbs E,Border_voltage,Voltage,Index x,Index y,site_type,Timestamp
H,adsorb,0.2923354506492615,0.007664549350738514,-1.0,0,46,ads_hol,0.016475200653076172
H,adsorb,-0.15876731276512146,0.45876731276512145,-1.0,0,47,ads_hol,0.016538143157958984
H,adsorb,-0.11580651998519897,0.41580651998519896,-1.0,0,48,ads_hol,0.016585826873779297
H,adsorb,-0.05194113031029701,0.351941130310297,-1.0,0,49,ads_hol,0.01662898063659668
H,adsorb,-0.024797197431325912,0.3247971974313259,-1.0,0,50,ads_hol,0.01666998863220215
H,adsorb,-0.1340828388929367,0.4340828388929367,-1.0,0,51,ads_hol,0.016709089279174805
H,adsorb,-0.13688033819198608,0.4368803381919861,-1.0,0,52,ads_hol,0.016746997833251953
H,adsorb,0.2564004361629486,0.04359956383705138,-1.0,0,53,ads_hol,0.0167849063873291
H,adsorb,0.45280078053474426,-0.15280078053474427,-1.0,0,54,ads_hol,0.016821861267089844
H,adsorb,0.19981691241264343,0.10018308758735656,-1.0,0,55,ads_hol,0.016859054565429688
H,adsorb,0.08928889036178589,0.2107111096382141,-1.0,0,56,ads_hol,0.01689600944519043
H,adsorb,0.08898578584194183,0.21101421415805816,-1.0,0,57,ads_hol,0.016934871673583984
H,adsorb,0.0958123430609703,0.20418765693902968,-1.0,0,58,ads_hol,0.01697397232055664
H,adsorb,-0.07506624609231949,0.3750662460923195,-1.0,0,59,ads_hol,0.017010927200317383
H,adsorb,0.22421269118785858,0.07578730881214141,-1.0,0,60,ads_hol,0.017048120498657227
H,adsorb,0.24071994423866272,0.05928005576133727,-1.0,0,61,ads_hol,0.01708388328552246
H,adsorb,0.04595952108502388,0.2540404789149761,-1.0,0,62,ads_hol,0.017121076583862305
H,adsorb,0.15572094917297363,0.14427905082702636,-1.0,0,63,ads_hol,0.01715707778930664
H,adsorb,-0.10677520185709,0.40677520185709,-1.0,0,64,ads_hol,0.017192840576171875
H,adsorb,-0.1282701939344406,0.4282701939344406,-1.0,0,65,ads_hol,0.01723003387451172
H,adsorb,0.025771021842956543,0.27422897815704345,-1.0,0,66,ads_hol,0.01726698875427246
H,adsorb,0.29813775420188904,0.0018622457981109508,-1.0,0,67,ads_hol,0.017303943634033203
H,adsorb,0.16572998464107513,0.13427001535892485,-1.0,0,68,ads_hol,0.017344951629638672
H,adsorb,0.5002691745758057,-0.20026917457580568,-1.0,0,69,ads_hol,0.01738286018371582
H,adsorb,0.4079352915287018,-0.1079352915287018,-1.0,0,70,ads_hol,0.01741790771484375
H,adsorb,0.4758686125278473,-0.1758686125278473,-1.0,0,71,ads_hol,0.017454147338867188
H,adsorb,-0.05017533898353577,0.35017533898353576,-1.0,0,72,ads_hol,0.017489910125732422
H,adsorb,-0.10592842847108841,0.4059284284710884,-1.0,0,73,ads_hol,0.01752495765686035
H,adsorb,-0.0874602198600769,0.3874602198600769,-1.0,0,74,ads_hol,0.01756000518798828
H,adsorb,-0.01245991699397564,0.31245991699397563,-1.0,0,75,ads_hol,0.017595767974853516
H,adsorb,0.20891521871089935,0.09108478128910064,-1.0,0,76,ads_hol,0.0176389217376709
H,adsorb,0.03692856803536415,0.26307143196463584,-1.0,0,77,ads_hol,0.017678022384643555
H,adsorb,0.04049677401781082,0.25950322598218917,-1.0,0,78,ads_hol,0.017714977264404297
H,adsorb,0.38714197278022766,-0.08714197278022767,-1.0,0,79,ads_hol,0.017750978469848633
H,adsorb,0.30528903007507324,-0.005289030075073253,-1.0,0,80,ads_hol,0.01778697967529297
