Adsorbate,Action,Gibbs E,Border_voltage,Voltage,Index x,Index y,site_type,Timestamp
H,adsorb,0.43691200017929077,0.2630879998207092,0.025,0,0,ads_hol,0.009032964706420898
H,adsorb,0.43372878432273865,0.2662712156772613,0.025,0,1,ads_hol,0.009423017501831055
H,adsorb,0.3799937069416046,0.32000629305839534,0.025,0,2,ads_hol,0.00970911979675293
H,adsorb,-0.04801906645298004,0.74801906645298,0.025,0,3,ads_hol,0.010130882263183594
H,adsorb,-0.09928310662508011,0.7992831066250801,0.025,0,4,ads_hol,0.010525941848754883
H,adsorb,0.4339964985847473,0.26600350141525264,0.025,0,5,ads_hol,0.011018037796020508
H,adsorb,0.015188807621598244,0.6848111923784017,0.025,0,6,ads_hol,0.01135396957397461
H,adsorb,-0.03144297003746033,0.7314429700374603,0.025,0,7,ads_hol,0.011713981628417969
H,adsorb,-0.12086503952741623,0.8208650395274162,0.025,0,8,ads_hol,0.012205123901367188
H,adsorb,0.10283634811639786,0.5971636518836021,0.025,0,9,ads_hol,0.01227426528930664
H,adsorb,-0.008529271930456161,0.7085292719304561,0.025,0,10,ads_hol,0.012317895889282227
H,adsorb,0.452137291431427,0.24786270856857295,0.025,0,11,ads_hol,0.012359857559204102
H,adsorb,-0.1208290234208107,0.8208290234208107,0.025,0,12,ads_hol,0.012397050857543945
H,adsorb,0.08706270158290863,0.6129372984170913,0.025,0,13,ads_hol,0.012434005737304688
H,adsorb,0.17912115156650543,0.5208788484334945,0.025,0,14,ads_hol,0.012469053268432617
H,adsorb,0.41196876764297485,0.2880312323570251,0.025,0,15,ads_hol,0.012502908706665039
H,adsorb,0.2782225012779236,0.42177749872207637,0.025,0,16,ads_hol,0.012536048889160156
H,adsorb,0.15859688818454742,0.5414031118154525,0.025,0,17,ads_hol,0.012572050094604492
H,adsorb,0.471719354391098,0.22828064560890193,0.025,0,18,ads_hol,0.012604951858520508
H,adsorb,0.2849349081516266,0.41506509184837337,0.025,0,19,ads_hol,0.012637853622436523
H,adsorb,-0.02720339410007,0.72720339410007,0.025,0,20,ads_hol,0.012670040130615234
H,adsorb,0.4669967293739319,0.23300327062606807,0.025,0,21,ads_hol,0.01270294189453125
H,adsorb,-0.03552018478512764,0.7355201847851276,0.025,0,22,ads_hol,0.01273488998413086
H,adsorb,0.12086690962314606,0.5791330903768539,0.025,0,23,ads_hol,0.012766838073730469
H,adsorb,0.31279104948043823,0.3872089505195617,0.025,0,24,ads_hol,0.012797832489013672
H,adsorb,0.306100457906723,0.39389954209327693,0.025,0,25,ads_hol,0.012830972671508789
H,adsorb,0.1523483544588089,0.5476516455411911,0.025,0,26,ads_hol,0.012862920761108398
H,adsorb,0.49383577704429626,0.2061642229557037,0.025,0,27,ads_hol,0.012897014617919922
H,adsorb,0.1980886608362198,0.5019113391637802,0.025,0,28,ads_hol,0.012928962707519531
H,adsorb,0.19752778112888336,0.5024722188711166,0.025,0,29,ads_hol,0.01296091079711914
H,adsorb,0.05715781822800636,0.6428421817719936,0.025,0,30,ads_hol,0.012993097305297852
H,adsorb,0.14148595929145813,0.5585140407085418,0.025,0,31,ads_hol,0.013024091720581055
H,adsorb,-0.020391374826431274,0.7203913748264312,0.025,0,32,ads_hol,0.01305699348449707
H,adsorb,-0.04952668398618698,0.7495266839861869,0.025,0,33,ads_hol,0.01308894157409668
H,adsorb,0.43259936571121216,0.2674006342887878,0.025,0,34,ads_hol,0.013120889663696289
H,adsorb,0.5358171463012695,0.16418285369873042,0.025,0,35,ads_hol,0.013151884078979492
H,adsorb,0.13438165187835693,0.565618348121643,0.025,0,36,ads_hol,0.013182878494262695
