Adsorbate,Action,Gibbs E,Border_voltage,Voltage,Index x,Index y,site_type,Timestamp
H,adsorb,0.10916278511285782,-0.10916278511285782,-1.0,0,0,ads_hol,0.010102033615112305
H,adsorb,0.39315155148506165,-0.39315155148506165,-1.0,0,1,ads_hol,0.010405778884887695
H,adsorb,0.3795771300792694,-0.3795771300792694,-1.0,0,2,ads_hol,0.010689973831176758
H,adsorb,0.48010730743408203,-0.48010730743408203,-1.0,0,3,ads_hol,0.01121377944946289
H,adsorb,0.13222594559192657,-0.13222594559192657,-1.0,0,4,ads_hol,0.011619806289672852
H,adsorb,0.4727838933467865,-0.4727838933467865,-1.0,0,5,ads_hol,0.012365102767944336
H,adsorb,-0.0880870372056961,0.0880870372056961,-1.0,0,6,ads_hol,0.012697935104370117
H,adsorb,-0.050753507763147354,0.050753507763147354,-1.0,0,7,ads_hol,0.012762784957885742
H,adsorb,0.18607363104820251,-0.18607363104820251,-1.0,0,8,ads_hol,0.012807846069335938
H,adsorb,0.20127780735492706,-0.20127780735492706,-1.0,0,9,ads_hol,0.012847900390625
H,adsorb,0.339160293340683,-0.339160293340683,-1.0,0,10,ads_hol,0.012887954711914062
H,adsorb,0.2163860946893692,-0.2163860946893692,-1.0,0,11,ads_hol,0.012923955917358398
H,adsorb,0.1875220686197281,-0.1875220686197281,-1.0,0,12,ads_hol,0.012962102890014648
H,adsorb,0.009750264696776867,-0.009750264696776867,-1.0,0,13,ads_hol,0.012998819351196289
H,adsorb,-0.06146589294075966,0.06146589294075966,-1.0,0,14,ads_hol,0.013035058975219727
H,adsorb,0.04840626195073128,-0.04840626195073128,-1.0,0,15,ads_hol,0.013070821762084961
H,adsorb,-0.15700803697109222,0.15700803697109222,-1.0,0,16,ads_hol,0.013106822967529297
H,adsorb,-0.07991008460521698,0.07991008460521698,-1.0,0,17,ads_hol,0.013142108917236328
H,adsorb,0.12533068656921387,-0.12533068656921387,-1.0,0,18,ads_hol,0.013175725936889648
H,adsorb,0.44012919068336487,-0.44012919068336487,-1.0,0,19,ads_hol,0.013209819793701172
H,adsorb,0.3579619824886322,-0.3579619824886322,-1.0,0,20,ads_hol,0.013245820999145508
H,adsorb,-0.020786350592970848,0.020786350592970848,-1.0,0,21,ads_hol,0.013278961181640625
H,adsorb,-0.021429143846035004,0.021429143846035004,-1.0,0,22,ads_hol,0.013314008712768555
H,adsorb,0.5108543038368225,-0.5108543038368225,-1.0,0,23,ads_hol,0.013349771499633789
H,adsorb,0.5111225247383118,-0.5111225247383118,-1.0,0,24,ads_hol,0.013382911682128906
H,adsorb,0.0914793312549591,-0.0914793312549591,-1.0,0,25,ads_hol,0.013417959213256836
