feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,G_ads (eV),slab db row,CO_out.dbrow
0,0,0,1,0,1,0,2,0,3,1,2,0,0,0,0,1,0,0,2,-0.395285,31,277
0,0,1,0,0,1,1,2,1,1,2,1,0,0,0,0,1,0,1,1,0.081073,31,278
1,0,0,0,0,0,1,2,1,2,2,0,1,0,0,0,1,1,0,1,0.527626,31,279
0,0,0,0,1,0,2,1,1,2,0,2,1,0,0,0,0,1,1,1,-0.804992,32,280
0,0,0,0,1,0,2,3,0,1,2,1,0,0,0,0,2,0,1,0,-0.871319,32,281
0,1,0,0,0,0,0,2,1,3,1,0,1,0,1,1,1,1,0,0,0.530991,32,282
0,1,0,0,0,0,0,2,1,3,1,2,0,0,0,0,1,0,2,0,0.504979,32,283
0,0,1,0,0,0,2,1,1,2,1,0,0,1,1,0,2,0,1,0,0.133701,32,284
0,0,0,0,1,0,2,3,0,1,0,1,1,0,1,0,2,1,0,0,-0.892148,32,285
0,0,0,1,0,0,2,3,0,1,0,1,1,1,0,1,0,0,1,1,-0.391812,32,286
0,0,1,0,0,0,0,2,1,3,0,1,1,1,0,0,2,0,0,1,0.190254,32,287
0,0,1,0,0,0,2,1,1,2,1,1,1,0,0,1,2,0,0,0,0.281583,32,288
0,0,1,0,0,3,0,0,2,1,0,2,0,1,0,0,0,1,2,0,0.027064,33,289
1,0,0,0,0,2,0,1,1,2,1,1,1,0,0,0,0,1,1,1,0.483903,33,290
0,0,0,0,1,3,0,1,1,1,0,0,2,1,0,0,0,2,1,0,-0.829228,33,291
1,0,0,0,0,3,0,1,1,1,1,1,1,0,0,0,0,2,1,0,0.487849,33,292
1,0,0,0,0,3,0,0,2,1,2,0,1,0,0,0,0,2,0,1,0.505377,33,293
0,0,0,1,0,2,0,1,1,2,0,1,1,0,1,0,0,1,1,1,-0.426099,33,294
1,0,0,0,0,2,0,1,1,2,1,0,1,1,0,0,0,3,0,0,0.545164,33,295
0,0,0,1,0,3,0,1,1,1,1,1,0,0,1,0,0,1,0,2,-0.506753,33,296
0,0,0,0,1,3,0,0,2,1,0,0,2,0,1,0,0,2,0,1,-0.860619,33,297
0,0,0,0,1,2,1,1,1,1,0,0,0,2,1,1,0,1,1,0,-1.073596,34,298
0,0,0,1,0,2,1,1,1,1,0,1,0,1,1,1,1,0,1,0,-0.603874,34,299
0,0,1,0,0,2,0,0,2,2,0,2,0,0,1,0,2,0,1,0,-0.052725,34,300
0,1,0,0,0,2,0,0,2,2,0,0,1,1,1,2,1,0,0,0,0.476521,34,301
0,0,0,1,0,2,1,1,1,1,0,1,0,0,2,1,2,0,0,0,-0.631547,34,302
0,0,0,0,1,2,1,1,1,1,0,1,1,1,0,0,2,0,1,0,-1.045730,34,303
1,0,0,0,0,2,1,1,1,1,0,0,1,0,2,1,1,1,0,0,0.442583,34,304
1,0,0,0,0,2,0,0,2,2,0,0,1,1,1,0,1,1,1,0,0.518997,34,305
1,0,0,0,0,2,1,1,1,1,0,1,2,0,0,0,2,0,1,0,0.474226,34,306
0,0,0,1,0,2,0,1,3,0,1,0,1,0,1,1,1,1,0,0,-0.492178,35,307
1,0,0,0,0,1,0,2,2,1,2,1,0,0,0,0,2,0,0,1,0.480715,35,308
1,0,0,0,0,1,0,1,3,1,0,1,2,0,0,0,1,1,0,1,0.467048,35,309
0,0,1,0,0,1,0,1,3,1,1,1,0,0,1,0,3,0,0,0,0.083738,35,310
0,0,0,0,1,2,0,1,3,0,2,0,1,0,0,0,1,1,0,1,-0.787634,35,311
0,0,0,1,0,1,0,2,2,1,1,0,1,0,1,0,1,2,0,0,-0.445170,35,312
0,0,0,1,0,1,0,2,2,1,1,1,1,0,0,1,2,0,0,0,-0.442378,35,313
0,0,0,1,0,1,0,1,3,1,3,0,0,0,0,1,1,1,0,0,-0.391306,35,314
0,0,1,0,0,2,0,1,3,0,1,2,0,0,0,0,3,0,0,0,0.029830,35,315
0,0,1,0,0,1,1,1,2,1,0,0,0,1,2,1,1,1,0,0,0.069463,36,316
0,0,0,0,1,1,1,2,2,0,1,0,0,1,1,0,1,1,1,0,-0.983401,36,317
0,0,0,1,0,0,2,3,0,1,1,0,0,1,1,0,1,1,1,0,-0.461138,36,318
0,0,0,1,0,0,2,3,0,1,1,0,1,1,0,0,2,0,1,0,-0.404821,36,319
0,0,1,0,0,1,1,1,2,1,3,0,0,0,0,0,1,0,1,1,0.107434,36,320
0,1,0,0,0,1,1,2,2,0,1,0,1,1,0,0,0,1,1,1,0.459541,36,321
0,0,1,0,0,1,1,2,2,0,1,0,1,0,1,1,2,0,0,0,0.018643,36,322
1,0,0,0,0,0,2,3,0,1,1,0,1,0,1,1,0,1,0,1,0.456151,36,323
0,1,0,0,0,1,1,1,2,1,0,0,2,1,0,0,1,1,1,0,0.530078,36,324
0,0,0,0,1,1,0,1,0,4,1,1,1,0,0,0,1,1,1,0,-0.727158,37,325
0,0,0,0,1,1,1,1,1,2,1,0,1,0,1,0,1,0,2,0,-0.824860,37,326
1,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,1,1,1,0,0.521412,37,327
0,0,1,0,0,0,1,0,1,4,0,1,1,0,1,1,1,0,1,0,0.170459,37,328
0,1,0,0,0,1,0,1,0,4,1,0,0,1,1,0,1,0,2,0,0.465967,37,329
0,0,0,0,1,1,1,1,1,2,1,1,0,1,0,1,0,1,1,0,-0.865612,37,330
0,0,0,0,1,1,1,1,1,2,1,0,1,1,0,0,3,0,0,0,-0.843470,37,331
0,0,0,0,1,0,1,0,1,4,0,0,1,2,0,0,2,0,1,0,-0.768592,37,332
0,0,0,1,0,1,0,1,0,4,1,0,1,1,0,1,2,0,0,0,-0.341915,37,333
1,0,0,0,0,1,1,0,3,1,0,0,0,1,2,0,1,1,0,1,0.459923,38,334
0,1,0,0,0,2,1,0,2,1,1,1,0,0,1,0,0,1,2,0,0.439836,38,335
0,0,0,1,0,3,2,0,1,0,0,2,0,1,0,0,1,0,1,1,-0.545350,38,336
0,0,0,1,0,3,2,0,1,0,2,0,0,0,1,0,0,1,1,1,-0.462476,38,337
0,1,0,0,0,1,1,0,3,1,2,1,0,0,0,1,0,0,1,1,0.558298,38,338
0,0,0,1,0,2,1,0,2,1,0,1,0,0,2,1,0,0,1,1,-0.553231,38,339
1,0,0,0,0,2,1,0,2,1,2,0,0,1,0,0,2,0,0,1,0.525760,38,340
0,0,0,0,1,3,2,0,1,0,1,0,0,0,2,1,1,0,1,0,-1.078585,38,341
1,0,0,0,0,1,1,0,3,1,1,1,0,0,1,0,1,0,2,0,0.476799,38,342
1,0,0,0,0,1,1,0,1,3,1,1,0,1,0,1,0,0,1,1,0.482221,39,343
0,0,0,1,0,2,2,0,1,1,1,0,0,1,1,0,1,1,0,1,-0.535419,39,344
0,1,0,0,0,1,1,0,2,2,0,0,0,1,2,0,1,0,2,0,0.403950,39,345
0,0,0,0,1,1,1,0,2,2,0,2,0,1,0,0,1,0,0,2,-0.976523,39,346
0,0,0,1,0,1,1,0,1,3,0,0,0,2,1,1,2,0,0,0,-0.549368,39,347
0,0,0,0,1,2,2,0,1,1,1,1,0,0,1,1,0,0,1,1,-1.007859,39,348
0,0,0,0,1,2,2,0,1,1,0,1,0,2,0,1,1,0,1,0,-0.968864,39,349
1,0,0,0,0,1,1,0,2,2,2,0,0,1,0,2,0,1,0,0,0.515211,39,350
0,1,0,0,0,1,1,0,1,3,1,1,0,0,1,0,0,1,1,1,0.525986,39,351
0,0,0,0,1,0,1,2,2,1,0,0,1,0,2,1,1,0,1,0,-1.018094,40,352
0,0,0,0,1,0,0,2,2,2,1,0,0,0,2,2,0,0,1,0,-1.029102,40,353
0,0,1,0,0,0,1,0,2,3,1,1,0,0,1,2,1,0,0,0,0.197299,40,354
0,0,0,1,0,0,1,0,2,3,0,0,2,0,1,0,2,0,1,0,-0.377098,40,355
0,0,0,1,0,0,1,2,2,1,0,2,0,0,1,1,2,0,0,0,-0.561259,40,356
0,0,0,1,0,0,0,2,2,2,0,1,1,0,1,0,3,0,0,0,-0.536632,40,357
0,1,0,0,0,0,0,2,2,2,0,1,1,0,1,2,1,0,0,0,0.437020,40,358
0,0,1,0,0,0,1,0,2,3,0,1,0,0,2,2,1,0,0,0,0.151578,40,359
0,0,0,0,1,0,1,2,2,1,1,0,1,0,1,2,1,0,0,0,-0.974713,40,360
0,0,0,1,0,0,2,2,2,0,0,2,1,0,0,0,0,1,2,0,-0.505107,41,361
0,1,0,0,0,1,0,2,3,0,1,1,0,0,1,0,0,2,1,0,0.388068,41,362
0,0,1,0,0,1,2,0,3,0,1,1,1,0,0,0,1,0,2,0,0.081098,41,363
0,0,1,0,0,1,2,0,3,0,0,1,0,0,2,1,0,1,0,1,0.064144,41,364
1,0,0,0,0,0,2,2,2,0,0,1,0,0,2,1,0,0,1,1,0.426656,41,365
0,1,0,0,0,1,0,2,3,0,0,3,0,0,0,2,0,0,1,0,0.474273,41,366
0,0,0,1,0,1,0,2,3,0,0,0,1,0,2,0,1,0,1,1,-0.533883,41,367
0,0,0,1,0,1,2,0,3,0,0,2,0,0,1,1,0,1,1,0,-0.575392,41,368
0,0,0,1,0,0,2,2,2,0,1,1,0,0,1,1,1,1,0,0,-0.525924,41,369
0,0,1,0,0,1,2,0,1,2,1,1,0,0,1,1,1,1,0,0,0.104375,42,370
0,1,0,0,0,2,0,1,1,2,0,1,0,0,2,1,0,0,2,0,0.426822,42,371
1,0,0,0,0,1,2,1,2,0,1,0,0,0,2,0,1,1,1,0,0.451338,42,372
0,0,0,0,1,1,2,1,2,0,1,0,0,1,1,2,0,0,1,0,-1.118160,42,373
0,0,0,1,0,1,2,0,1,2,1,0,0,1,1,2,0,0,1,0,-0.508541,42,374
0,0,0,1,0,2,0,1,1,2,2,1,0,0,0,1,0,1,1,0,-0.507634,42,375
0,1,0,0,0,2,0,1,1,2,0,0,0,2,1,1,2,0,0,0,0.375375,42,376
0,0,0,0,1,1,2,1,2,0,0,2,0,1,0,1,1,0,1,0,-1.058979,42,377
1,0,0,0,0,1,2,0,1,2,0,1,0,1,1,0,1,0,2,0,0.509664,42,378
0,0,0,1,0,0,1,1,3,1,1,0,0,2,0,1,0,0,2,0,-0.437266,43,379
0,0,1,0,0,0,0,0,4,2,2,0,0,1,0,0,0,0,1,2,0.180502,43,380
0,0,0,1,0,0,1,1,3,1,1,1,0,1,0,1,0,0,1,1,-0.423227,43,381
0,0,0,0,1,0,1,1,3,1,3,0,0,0,0,0,1,0,2,0,-0.749698,43,382
0,0,0,0,1,0,1,1,3,1,1,1,0,1,0,1,1,0,0,1,-0.856539,43,383
0,0,0,1,0,0,0,0,4,2,1,2,0,0,0,2,0,0,1,0,-0.424628,43,384
0,1,0,0,0,0,0,0,4,2,1,0,0,2,0,0,1,0,2,0,0.549617,43,385
0,0,0,1,0,0,1,1,3,1,0,1,0,2,0,1,0,0,1,1,-0.500403,43,386
0,0,0,1,0,0,1,1,3,1,2,1,0,0,0,0,0,0,2,1,-0.433687,43,387
1,0,0,0,0,0,0,2,3,1,0,0,1,1,1,1,1,0,0,1,0.451721,44,388
0,0,0,0,1,2,0,2,1,1,0,0,0,1,2,0,1,1,0,1,-1.070334,44,389
0,0,1,0,0,2,0,0,2,2,0,1,0,1,1,0,2,0,1,0,0.062685,44,390
0,0,1,0,0,2,0,0,2,2,0,0,2,1,0,1,0,0,1,1,0.109939,44,391
0,0,0,0,1,0,0,2,3,1,0,2,0,1,0,0,1,0,1,1,-1.051709,44,392
0,0,0,1,0,2,0,2,1,1,1,1,1,0,0,1,1,0,0,1,-0.511646,44,393
0,0,0,1,0,2,0,2,1,1,0,1,1,1,0,1,0,0,2,0,-0.495638,44,394
0,0,0,1,0,2,0,0,2,2,1,1,0,0,1,1,0,1,0,1,-0.542281,44,395
1,0,0,0,0,0,0,2,3,1,1,0,1,0,1,1,0,1,1,0,0.463742,44,396
0,0,0,0,1,2,1,0,1,2,0,3,0,0,0,0,1,2,0,0,-0.964377,45,397
0,1,0,0,0,3,0,0,1,2,1,2,0,0,0,1,1,0,1,0,0.527244,45,398
0,0,0,1,0,3,1,0,0,2,0,2,0,0,1,1,0,1,1,0,-0.519787,45,399
1,0,0,0,0,3,1,0,0,2,1,1,0,0,1,1,2,0,0,0,0.488584,45,400
1,0,0,0,0,2,1,0,1,2,1,0,0,0,2,2,0,0,1,0,0.476939,45,401
1,0,0,0,0,3,0,0,1,2,0,1,0,1,1,1,1,1,0,0,0.484705,45,402
0,0,0,0,1,3,0,0,1,2,0,1,0,0,2,2,0,1,0,0,-1.050900,45,403
0,0,0,0,1,3,1,0,0,2,0,1,0,1,1,2,0,1,0,0,-1.050124,45,404
1,0,0,0,0,2,1,0,1,2,0,1,0,1,1,2,1,0,0,0,0.493683,45,405
0,0,0,1,0,1,2,2,1,0,0,1,0,0,2,1,2,0,0,0,-0.621126,46,406
0,1,0,0,0,1,1,1,2,1,0,1,0,1,1,1,1,0,1,0,0.462866,46,407
0,0,1,0,0,2,1,1,1,1,0,1,0,0,2,0,1,1,1,0,0.037798,46,408
0,1,0,0,0,2,1,1,1,1,0,2,0,1,0,1,1,0,0,1,0.422044,46,409
0,0,0,0,1,1,2,2,1,0,0,1,0,1,1,1,1,0,1,0,-1.027322,46,410
1,0,0,0,0,1,1,1,2,1,0,1,0,1,1,0,2,0,0,1,0.484084,46,411
0,0,1,0,0,1,1,1,2,1,0,2,0,0,1,2,0,1,0,0,0.068075,46,412
0,0,0,1,0,2,1,1,1,1,0,1,0,1,1,2,1,0,0,0,-0.574203,46,413
1,0,0,0,0,1,2,2,1,0,0,2,0,1,0,1,0,1,0,1,0.463122,46,414
0,1,0,0,0,1,1,2,1,1,2,0,1,0,0,0,1,0,0,2,0.448988,47,415
0,0,0,0,1,2,2,1,1,0,0,0,1,1,1,1,0,0,1,1,-0.956281,47,416
1,0,0,0,0,1,3,1,0,1,1,0,0,2,0,2,1,0,0,0,0.455551,47,417
0,0,1,0,0,1,3,1,0,1,2,0,0,0,1,0,0,1,0,2,0.108415,47,418
1,0,0,0,0,1,1,2,1,1,0,0,1,1,1,1,0,2,0,0,0.484019,47,419
0,0,1,0,0,2,2,1,1,0,1,0,1,1,0,0,1,1,0,1,0.117365,47,420
0,1,0,0,0,2,2,1,1,0,2,0,1,0,0,1,0,1,0,1,0.521077,47,421
0,0,0,1,0,1,3,1,0,1,0,0,3,0,0,0,0,1,1,1,-0.198538,47,422
0,1,0,0,0,1,1,2,1,1,1,0,1,1,0,1,0,0,1,1,0.486133,47,423
0,0,1,0,0,0,1,2,1,2,1,1,0,0,1,1,0,0,1,1,0.160339,48,424
0,1,0,0,0,0,1,2,1,2,3,0,0,0,0,1,0,1,0,1,0.552066,48,425
0,0,0,0,1,0,2,2,0,2,1,1,0,0,1,0,0,1,2,0,-0.879988,48,426
0,0,0,1,0,0,2,2,0,2,1,2,0,0,0,0,1,0,1,1,-0.352707,48,427
0,1,0,0,0,0,1,2,1,2,1,1,1,0,0,0,0,1,1,1,0.585540,48,428
0,0,0,0,1,0,1,2,1,2,1,2,0,0,0,0,1,0,1,1,-0.822045,48,429
0,0,1,0,0,0,1,2,1,2,0,1,1,0,1,1,0,0,2,0,0.135551,48,430
0,0,1,0,0,0,2,2,0,2,2,0,1,0,0,2,0,0,0,1,0.198260,48,431
0,0,0,0,1,0,1,2,1,2,2,1,0,0,0,1,1,0,1,0,-0.772220,48,432
0,0,0,0,1,2,0,2,1,1,0,0,0,0,3,0,0,0,1,2,-1.147973,49,433
1,0,0,0,0,0,1,1,2,2,0,1,1,0,1,0,1,1,1,0,0.511488,49,434
0,0,1,0,0,2,1,1,1,1,1,0,1,0,1,0,1,0,0,2,0.025915,49,435
0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,0,0,0,2,1,-0.598901,49,436
0,0,0,1,0,2,0,2,1,1,1,1,1,0,0,0,2,0,0,1,-0.532433,49,437
0,0,1,0,0,0,1,1,2,2,1,0,0,1,1,0,1,0,1,1,0.071870,49,438
1,0,0,0,0,0,1,1,2,2,1,0,1,0,1,0,0,0,0,3,0.471381,49,439
0,0,0,0,1,2,1,1,1,1,0,0,1,1,1,0,1,1,0,1,-1.006122,49,440
0,1,0,0,0,2,0,2,1,1,1,0,1,1,0,0,0,1,1,1,0.430562,49,441
0,0,0,1,0,2,1,2,1,0,0,1,0,1,1,2,0,1,0,0,-0.566851,50,442
0,0,1,0,0,1,1,1,3,0,1,1,0,1,0,0,1,2,0,0,0.057982,50,443
0,0,0,1,0,1,2,1,2,0,1,2,0,0,0,1,1,0,1,0,-0.481568,50,444
0,0,1,0,0,1,2,1,2,0,0,2,0,0,1,0,1,1,0,1,0.020300,50,445
0,0,0,1,0,2,1,2,1,0,0,2,0,1,0,0,2,0,0,1,-0.534994,50,446
0,1,0,0,0,1,1,1,3,0,0,1,0,1,1,1,2,0,0,0,0.426270,50,447
1,0,0,0,0,1,1,1,3,0,0,2,0,1,0,1,0,0,1,1,0.512345,50,448
1,0,0,0,0,1,2,1,2,0,0,0,0,3,0,1,1,1,0,0,0.532821,50,449
0,1,0,0,0,2,1,2,1,0,1,1,0,1,0,0,1,1,1,0,0.509109,50,450
1,0,0,0,0,2,0,2,1,1,1,1,1,0,0,1,0,0,2,0,0.548541,51,451
0,0,1,0,0,1,0,2,2,1,1,0,1,0,1,1,0,1,0,1,0.069664,51,452
0,0,0,1,0,3,0,2,1,0,0,1,0,0,2,0,0,1,1,1,-0.654487,51,453
0,0,1,0,0,3,0,2,1,0,2,0,0,0,1,1,1,1,0,0,0.039096,51,454
0,0,0,1,0,2,0,2,1,1,1,0,0,0,2,0,0,2,0,1,-0.623450,51,455
1,0,0,0,0,1,0,2,2,1,1,0,0,1,1,0,1,0,1,1,0.448695,51,456
1,0,0,0,0,1,0,2,2,1,0,1,0,0,2,0,0,1,1,1,0.467218,51,457
0,0,0,0,1,3,0,2,1,0,0,0,1,1,1,0,0,0,1,2,-1.135513,51,458
0,0,1,0,0,2,0,2,1,1,0,0,0,1,2,0,1,0,0,2,0.013998,51,459
1,0,0,0,0,1,1,1,0,3,2,0,0,0,1,1,1,0,1,0,0.503221,52,460
0,1,0,0,0,3,0,1,0,2,1,2,0,0,0,1,0,1,1,0,0.556223,52,461
0,0,0,0,1,4,1,0,0,1,0,1,1,0,1,0,1,1,1,0,-0.880865,52,462
0,0,1,0,0,4,1,0,0,1,2,1,0,0,0,1,1,0,1,0,0.047885,52,463
1,0,0,0,0,1,1,1,0,3,0,1,2,0,0,0,1,2,0,0,0.579316,52,464
1,0,0,0,0,3,0,1,0,2,2,0,1,0,0,0,0,1,2,0,0.474102,52,465
0,0,0,0,1,3,0,1,0,2,1,0,1,0,1,0,3,0,0,0,-0.858071,52,466
0,0,0,0,1,4,1,0,0,1,2,0,1,0,0,0,1,1,1,0,-0.706477,52,467
1,0,0,0,0,1,1,1,0,3,2,1,0,0,0,0,1,0,2,0,0.504060,52,468
0,0,0,1,0,2,0,3,0,1,1,0,1,0,1,0,1,0,0,2,-0.550676,53,469
0,0,1,0,0,1,1,1,1,2,1,0,0,2,0,2,0,0,0,1,0.113511,53,470
0,0,0,0,1,1,1,2,1,1,0,0,1,1,1,2,0,0,0,1,-0.872043,53,471
1,0,0,0,0,1,1,2,1,1,0,1,1,1,0,0,0,0,2,1,0.460494,53,472
0,0,0,0,1,2,0,3,0,1,0,0,1,1,1,2,0,0,1,0,-1.046650,53,473
0,0,1,0,0,1,1,1,1,2,0,0,2,1,0,1,0,0,1,1,0.131478,53,474
1,0,0,0,0,1,1,1,1,2,0,1,0,0,2,1,1,0,1,0,0.454621,53,475
0,0,1,0,0,1,1,2,1,1,1,0,0,1,1,2,1,0,0,0,0.057232,53,476
0,1,0,0,0,2,0,3,0,1,0,1,0,2,0,2,0,0,1,0,0.394882,53,477
0,0,0,1,0,3,1,2,0,0,0,2,0,1,0,1,0,1,1,0,-0.596478,54,478
0,0,1,0,0,2,0,2,1,1,0,1,0,1,1,1,0,1,1,0,-0.063534,54,479
0,0,1,0,0,1,1,2,1,1,0,0,0,3,0,2,0,1,0,0,0.042033,54,480
1,0,0,0,0,1,1,2,1,1,0,1,0,1,1,1,0,0,2,0,0.488916,54,481
0,0,0,0,1,3,1,2,0,0,0,0,1,1,1,1,1,0,1,0,-1.102347,54,482
0,1,0,0,0,2,0,2,1,1,0,1,0,1,1,2,1,0,0,0,0.465991,54,483
1,0,0,0,0,2,0,2,1,1,0,0,1,2,0,0,0,2,1,0,0.558882,54,484
1,0,0,0,0,1,1,2,1,1,0,1,1,0,1,0,1,2,0,0,0.485080,54,485
0,0,1,0,0,3,1,2,0,0,0,0,0,2,1,1,0,2,0,0,0.011883,54,486
0,0,0,0,1,0,1,1,3,1,1,0,2,0,0,1,0,2,0,0,-0.679898,55,487
0,0,0,1,0,0,0,1,2,3,0,0,2,0,1,1,1,0,0,1,-0.337948,55,488
0,0,0,1,0,0,1,2,1,2,1,0,0,0,2,1,1,1,0,0,-0.375283,55,489
0,0,0,0,1,0,1,2,1,2,0,0,2,1,0,1,0,1,0,1,-0.751211,55,490
0,0,1,0,0,0,1,1,3,1,0,1,1,0,1,0,2,0,0,1,0.035685,55,491
0,1,0,0,0,0,0,1,2,3,1,0,1,0,1,0,1,2,0,0,0.504816,55,492
0,0,1,0,0,0,0,1,2,3,1,1,0,1,0,1,0,1,0,1,0.133902,55,493
0,0,0,1,0,0,1,2,1,2,1,1,1,0,0,0,1,1,0,1,-0.421084,55,494
0,0,0,0,1,0,1,1,3,1,1,0,0,1,1,1,0,1,0,1,-0.851868,55,495
0,0,1,0,0,1,2,2,0,1,1,0,1,0,1,2,1,0,0,0,0.100728,56,496
1,0,0,0,0,0,1,2,0,3,1,1,1,0,0,0,1,0,1,1,0.496671,56,497
0,0,0,0,1,1,1,2,0,2,0,0,1,1,1,1,0,1,1,0,-0.893199,56,498
0,0,1,0,0,1,1,2,0,2,0,2,1,0,0,0,2,0,1,0,0.167457,56,499
0,0,0,0,1,1,2,2,0,1,0,1,0,2,0,0,0,0,2,1,-0.910268,56,500
0,1,0,0,0,0,1,2,0,3,0,1,1,1,0,1,1,0,0,1,0.552515,56,501
0,0,1,0,0,0,1,2,0,3,0,1,0,1,1,1,0,1,1,0,0.189434,56,502
0,1,0,0,0,1,1,2,0,2,1,1,0,1,0,1,0,0,0,2,0.467710,56,503
0,0,0,0,1,1,2,2,0,1,0,2,1,0,0,0,1,1,0,1,-0.820097,56,504
