feature0, feature1, feature2, feature3, feature4, feature5, feature6, feature7, feature8, feature9, feature10, feature11, feature12, feature13, feature14, feature15, feature16, feature17, feature18, feature19, G_ads (eV), slab db row, COOH_C_adsorbed_out.db row
0,0,0,0,1,1,1,2,1,1,0,1,2,0,0,0,1,1,0,1,0.989455,31,273
0,0,0,0,1,1,1,2,1,1,1,0,1,1,0,0,1,2,0,0,1.037843,31,274
0,0,0,0,1,0,1,2,1,2,0,1,1,1,0,0,2,0,1,0,0.916146,31,275
0,1,0,0,0,1,0,2,0,3,1,0,2,0,0,0,0,2,1,0,2.010669,31,276
0,0,0,1,0,1,0,2,0,3,1,2,0,0,0,0,1,0,0,2,1.311430,31,277
0,0,1,0,0,1,1,2,1,1,2,1,0,0,0,0,1,0,1,1,1.706194,31,278
1,0,0,0,0,0,1,2,1,2,2,0,1,0,0,0,1,1,0,1,2.192411,31,279
0,0,0,0,1,0,2,1,1,2,0,2,1,0,0,0,0,1,1,1,0.950579,32,280
0,0,0,0,1,0,2,3,0,1,2,1,0,0,0,0,2,0,1,0,0.920999,32,281
0,1,0,0,0,0,0,2,1,3,1,0,1,0,1,1,1,1,0,0,1.740086,32,282
0,1,0,0,0,0,0,2,1,3,1,2,0,0,0,0,1,0,2,0,1.775353,32,283
0,0,1,0,0,0,2,1,1,2,1,0,0,1,1,0,2,0,1,0,2.030425,32,284
0,0,0,0,1,0,2,3,0,1,0,1,1,0,1,0,2,1,0,0,0.928957,32,285
0,0,0,1,0,0,2,3,0,1,0,1,1,1,0,1,0,0,1,1,1.315781,32,286
0,0,1,0,0,0,0,2,1,3,0,1,1,1,0,0,2,0,0,1,1.935636,32,287
0,0,1,0,0,0,2,1,1,2,1,1,1,0,0,1,2,0,0,0,2.004235,32,288
0,0,1,0,0,3,0,0,2,1,0,2,0,1,0,0,0,1,2,0,1.683064,33,289
1,0,0,0,0,2,0,1,1,2,1,1,1,0,0,0,0,1,1,1,2.084129,33,290
0,0,0,0,1,3,0,1,1,1,0,0,2,1,0,0,0,2,1,0,0.883041,33,291
1,0,0,0,0,3,0,1,1,1,1,1,1,0,0,0,0,2,1,0,2.066637,33,292
1,0,0,0,0,3,0,0,2,1,2,0,1,0,0,0,0,2,0,1,2.051120,33,293
0,0,0,1,0,2,0,1,1,2,0,1,1,0,1,0,0,1,1,1,1.265632,33,294
1,0,0,0,0,2,0,1,1,2,1,0,1,1,0,0,0,3,0,0,2.077808,33,295
0,0,0,1,0,3,0,1,1,1,1,1,0,0,1,0,0,1,0,2,1.264674,33,296
0,0,0,0,1,3,0,0,2,1,0,0,2,0,1,0,0,2,0,1,0.884911,33,297
0,0,0,0,1,2,1,1,1,1,0,0,0,2,1,1,0,1,1,0,0.734899,34,298
0,0,0,1,0,2,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1.182486,34,299
0,0,1,0,0,2,0,0,2,2,0,2,0,0,1,0,2,0,1,0,1.653393,34,300
0,1,0,0,0,2,0,0,2,2,0,0,1,1,1,2,1,0,0,0,1.670361,34,301
0,0,0,1,0,2,1,1,1,1,0,1,0,0,2,1,2,0,0,0,1.177754,34,302
0,0,0,0,1,2,1,1,1,1,0,1,1,1,0,0,2,0,1,0,0.781106,34,303
1,0,0,0,0,2,1,1,1,1,0,0,1,0,2,1,1,1,0,0,1.991446,34,304
1,0,0,0,0,2,0,0,2,2,0,0,1,1,1,0,1,1,1,0,1.999278,34,305
1,0,0,0,0,2,1,1,1,1,0,1,2,0,0,0,2,0,1,0,2.022027,34,306
0,0,0,1,0,2,0,1,3,0,1,0,1,0,1,1,1,1,0,0,1.249104,35,307
1,0,0,0,0,1,0,2,2,1,2,1,0,0,0,0,2,0,0,1,2.029387,35,308
1,0,0,0,0,1,0,1,3,1,0,1,2,0,0,0,1,1,0,1,2.075049,35,309
0,0,1,0,0,1,0,1,3,1,1,1,0,0,1,0,3,0,0,0,1.855012,35,310
0,0,0,0,1,2,0,1,3,0,2,0,1,0,0,0,1,1,0,1,0.970283,35,311
0,0,0,1,0,1,0,2,2,1,1,0,1,0,1,0,1,2,0,0,1.318596,35,312
0,0,0,1,0,1,0,2,2,1,1,1,1,0,0,1,2,0,0,0,1.272479,35,313
0,0,0,1,0,1,0,1,3,1,3,0,0,0,0,1,1,1,0,0,1.283318,35,314
0,0,1,0,0,2,0,1,3,0,1,2,0,0,0,0,3,0,0,0,1.682269,35,315
0,0,1,0,0,1,1,1,2,1,0,0,0,1,2,1,1,1,0,0,1.835281,36,316
0,0,0,0,1,1,1,2,2,0,1,0,0,1,1,0,1,1,1,0,0.828341,36,317
0,0,0,1,0,0,2,3,0,1,1,0,0,1,1,0,1,1,1,0,1.277138,36,318
0,0,0,1,0,0,2,3,0,1,1,0,1,1,0,0,2,0,1,0,1.271433,36,319
0,0,1,0,0,1,1,1,2,1,3,0,0,0,0,0,1,0,1,1,1.749759,36,320
0,1,0,0,0,1,1,2,2,0,1,0,1,1,0,0,0,1,1,1,1.669402,36,321
0,0,1,0,0,1,1,2,2,0,1,0,1,0,1,1,2,0,0,0,1.664206,36,322
1,0,0,0,0,0,2,3,0,1,1,0,1,0,1,1,0,1,0,1,1.985040,36,323
0,1,0,0,0,1,1,1,2,1,0,0,2,1,0,0,1,1,1,0,1.797028,36,324
0,0,0,0,1,1,0,1,0,4,1,1,1,0,0,0,1,1,1,0,0.933357,37,325
0,0,0,0,1,1,1,1,1,2,1,0,1,0,1,0,1,0,2,0,0.915370,37,326
1,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,1,1,1,0,2.311930,37,327
0,0,1,0,0,0,1,0,1,4,0,1,1,0,1,1,1,0,1,0,1.999910,37,328
0,1,0,0,0,1,0,1,0,4,1,0,0,1,1,0,1,0,2,0,1.821520,37,329
0,0,0,0,1,1,1,1,1,2,1,1,0,1,0,1,0,1,1,0,0.865288,37,330
0,0,0,0,1,1,1,1,1,2,1,0,1,1,0,0,3,0,0,0,0.924377,37,331
0,0,0,0,1,0,1,0,1,4,0,0,1,2,0,0,2,0,1,0,0.939438,37,332
0,0,0,1,0,1,0,1,0,4,1,0,1,1,0,1,2,0,0,0,1.344700,37,333
1,0,0,0,0,1,1,0,3,1,0,0,0,1,2,0,1,1,0,1,2.055161,38,334
0,1,0,0,0,2,1,0,2,1,1,1,0,0,1,0,0,1,2,0,1.677783,38,335
0,0,0,1,0,3,2,0,1,0,0,2,0,1,0,0,1,0,1,1,1.241114,38,336
0,0,0,1,0,3,2,0,1,0,2,0,0,0,1,0,0,1,1,1,1.385998,38,337
0,1,0,0,0,1,1,0,3,1,2,1,0,0,0,1,0,0,1,1,1.748187,38,338
0,0,0,1,0,2,1,0,2,1,0,1,0,0,2,1,0,0,1,1,1.228330,38,339
1,0,0,0,0,2,1,0,2,1,2,0,0,1,0,0,2,0,0,1,2.183997,38,340
0,0,0,0,1,3,2,0,1,0,1,0,0,0,2,1,1,0,1,0,0.700606,38,341
1,0,0,0,0,1,1,0,3,1,1,1,0,0,1,0,1,0,2,0,2.079101,38,342
1,0,0,0,0,1,1,0,1,3,1,1,0,1,0,1,0,0,1,1,2.194933,39,343
0,0,0,1,0,2,2,0,1,1,1,0,0,1,1,0,1,1,0,1,1.257972,39,344
0,1,0,0,0,1,1,0,2,2,0,0,0,1,2,0,1,0,2,0,1.644503,39,345
0,0,0,0,1,1,1,0,2,2,0,2,0,1,0,0,1,0,0,2,0.805925,39,346
0,0,0,1,0,1,1,0,1,3,0,0,0,2,1,1,2,0,0,0,1.200859,39,347
0,0,0,0,1,2,2,0,1,1,1,1,0,0,1,1,0,0,1,1,0.832644,39,348
0,0,0,0,1,2,2,0,1,1,0,1,0,2,0,1,1,0,1,0,0.792398,39,349
1,0,0,0,0,1,1,0,2,2,2,0,0,1,0,2,0,1,0,0,2.259323,39,350
0,1,0,0,0,1,1,0,1,3,1,1,0,0,1,0,0,1,1,1,1.759615,39,351
0,0,0,0,1,0,1,2,2,1,0,0,1,0,2,1,1,0,1,0,0.829611,40,352
0,0,0,0,1,0,0,2,2,2,1,0,0,0,2,2,0,0,1,0,0.765362,40,353
0,0,1,0,0,0,1,0,2,3,1,1,0,0,1,2,1,0,0,0,1.923958,40,354
0,0,0,1,0,0,1,0,2,3,0,0,2,0,1,0,2,0,1,0,1.303844,40,355
0,0,0,1,0,0,1,2,2,1,0,2,0,0,1,1,2,0,0,0,1.100356,40,356
0,0,0,1,0,0,0,2,2,2,0,1,1,0,1,0,3,0,0,0,1.176210,40,357
0,1,0,0,0,0,0,2,2,2,0,1,1,0,1,2,1,0,0,0,1.719065,40,358
0,0,1,0,0,0,1,0,2,3,0,1,0,0,2,2,1,0,0,0,1.944307,40,359
0,0,0,0,1,0,1,2,2,1,1,0,1,0,1,2,1,0,0,0,0.802755,40,360
0,0,0,1,0,0,2,2,2,0,0,2,1,0,0,0,0,1,2,0,1.282144,41,361
0,1,0,0,0,1,0,2,3,0,1,1,0,0,1,0,0,2,1,0,1.584144,41,362
0,0,1,0,0,1,2,0,3,0,1,1,1,0,0,0,1,0,2,0,1.738057,41,363
0,0,1,0,0,1,2,0,3,0,0,1,0,0,2,1,0,1,0,1,1.796174,41,364
1,0,0,0,0,0,2,2,2,0,0,1,0,0,2,1,0,0,1,1,2.043407,41,365
0,1,0,0,0,1,0,2,3,0,0,3,0,0,0,2,0,0,1,0,1.649859,41,366
0,0,0,1,0,1,0,2,3,0,0,0,1,0,2,0,1,0,1,1,1.227557,41,367
0,0,0,1,0,1,2,0,3,0,0,2,0,0,1,1,0,1,1,0,1.174475,41,368
0,0,0,1,0,0,2,2,2,0,1,1,0,0,1,1,1,1,0,0,1.143437,41,369
0,0,1,0,0,1,2,0,1,2,1,1,0,0,1,1,1,1,0,0,1.859627,42,370
0,1,0,0,0,2,0,1,1,2,0,1,0,0,2,1,0,0,2,0,1.590327,42,371
1,0,0,0,0,1,2,1,2,0,1,0,0,0,2,0,1,1,1,0,2.096811,42,372
0,0,0,0,1,1,2,1,2,0,1,0,0,1,1,2,0,0,1,0,0.728017,42,373
0,0,0,1,0,1,2,0,1,2,1,0,0,1,1,2,0,0,1,0,1.158253,42,374
0,0,0,1,0,2,0,1,1,2,2,1,0,0,0,1,0,1,1,0,1.186333,42,375
0,1,0,0,0,2,0,1,1,2,0,0,0,2,1,1,2,0,0,0,1.656178,42,376
0,0,0,0,1,1,2,1,2,0,0,2,0,1,0,1,1,0,1,0,0.681865,42,377
1,0,0,0,0,1,2,0,1,2,0,1,0,1,1,0,1,0,2,0,2.181098,42,378
0,0,0,1,0,0,1,1,3,1,1,0,0,2,0,1,0,0,2,0,1.225246,43,379
0,0,1,0,0,0,0,0,4,2,2,0,0,1,0,0,0,0,1,2,1.922270,43,380
0,0,0,1,0,0,1,1,3,1,1,1,0,1,0,1,0,0,1,1,1.358512,43,381
0,0,0,0,1,0,1,1,3,1,3,0,0,0,0,0,1,0,2,0,0.924360,43,382
0,0,0,0,1,0,1,1,3,1,1,1,0,1,0,1,1,0,0,1,0.845925,43,383
0,0,0,1,0,0,0,0,4,2,1,2,0,0,0,2,0,0,1,0,1.217941,43,384
0,1,0,0,0,0,0,0,4,2,1,0,0,2,0,0,1,0,2,0,1.821594,43,385
0,0,0,1,0,0,1,1,3,1,0,1,0,2,0,1,0,0,1,1,1.228310,43,386
0,0,0,1,0,0,1,1,3,1,2,1,0,0,0,0,0,0,2,1,1.277643,43,387
0,0,0,1,0,2,0,2,1,1,1,1,1,0,0,1,1,0,0,1,1.158914,44,388
0,0,0,0,1,2,0,2,1,1,0,0,0,1,2,0,1,1,0,1,0.783524,44,389
0,0,1,0,0,2,0,0,2,2,0,1,0,1,1,0,2,0,1,0,1.791396,44,390
0,0,1,0,0,2,0,0,2,2,0,0,2,1,0,1,0,0,1,1,1.872061,44,391
0,0,0,0,1,0,0,2,3,1,0,2,0,1,0,0,1,0,1,1,0.684838,44,392
0,0,0,1,0,2,0,2,1,1,1,1,1,0,0,1,1,0,0,1,1.211684,44,393
0,0,0,1,0,2,0,2,1,1,0,1,1,1,0,1,0,0,2,0,1.267613,44,394
0,0,0,1,0,2,0,0,2,2,1,1,0,0,1,1,0,1,0,1,1.186250,44,395
1,0,0,0,0,0,0,2,3,1,1,0,1,0,1,1,0,1,1,0,2.030943,44,396
0,0,0,0,1,2,1,0,1,2,0,3,0,0,0,0,1,2,0,0,0.797689,45,397
0,1,0,0,0,3,0,0,1,2,1,2,0,0,0,1,1,0,1,0,1.795158,45,398
0,0,0,1,0,3,1,0,0,2,0,2,0,0,1,1,0,1,1,0,1.303718,45,399
1,0,0,0,0,3,1,0,0,2,1,1,0,0,1,1,2,0,0,0,2.074067,45,400
1,0,0,0,0,2,1,0,1,2,1,0,0,0,2,2,0,0,1,0,2.086411,45,401
1,0,0,0,0,3,0,0,1,2,0,1,0,1,1,1,1,1,0,0,2.038646,45,402
0,0,0,0,1,3,0,0,1,2,0,1,0,0,2,2,0,1,0,0,0.788947,45,403
0,0,0,0,1,3,1,0,0,2,0,1,0,1,1,2,0,1,0,0,0.740492,45,404
1,0,0,0,0,2,1,0,1,2,0,1,0,1,1,2,1,0,0,0,2.073780,45,405
0,0,0,1,0,1,2,2,1,0,0,1,0,0,2,1,2,0,0,0,1.202686,46,406
0,1,0,0,0,1,1,1,2,1,0,1,0,1,1,1,1,0,1,0,1.700415,46,407
0,0,1,0,0,2,1,1,1,1,0,1,0,0,2,0,1,1,1,0,1.682871,46,408
0,1,0,0,0,2,1,1,1,1,0,2,0,1,0,1,1,0,0,1,1.659234,46,409
0,0,0,0,1,1,2,2,1,0,0,1,0,1,1,1,1,0,1,0,0.739899,46,410
1,0,0,0,0,1,1,1,2,1,0,1,0,1,1,0,2,0,0,1,2.064942,46,411
0,0,1,0,0,1,1,1,2,1,0,2,0,0,1,2,0,1,0,0,1.748466,46,412
0,0,0,1,0,2,1,1,1,1,0,1,0,1,1,2,1,0,0,0,1.130820,46,413
1,0,0,0,0,1,2,2,1,0,0,2,0,1,0,1,0,1,0,1,2.054671,46,414
0,1,0,0,0,1,1,2,1,1,2,0,1,0,0,0,1,0,0,2,1.737330,47,415
0,0,0,0,1,2,2,1,1,0,0,0,1,1,1,1,0,0,1,1,0.853497,47,416
1,0,0,0,0,1,3,1,0,1,1,0,0,2,0,2,1,0,0,0,2.106941,47,417
0,0,1,0,0,1,3,1,0,1,2,0,0,0,1,0,0,1,0,2,1.743789,47,418
1,0,0,0,0,1,1,2,1,1,0,0,1,1,1,1,0,2,0,0,1.994999,47,419
0,0,1,0,0,2,2,1,1,0,1,0,1,1,0,0,1,1,0,1,1.807414,47,420
0,1,0,0,0,2,2,1,1,0,2,0,1,0,0,1,0,1,0,1,1.767346,47,421
0,0,0,1,0,1,3,1,0,1,0,0,3,0,0,0,0,1,1,1,1.596811,47,422
0,1,0,0,0,1,1,2,1,1,1,0,1,1,0,1,0,0,1,1,1.714014,47,423
0,0,1,0,0,0,1,2,1,2,1,1,0,0,1,1,0,0,1,1,2.005637,48,424
0,1,0,0,0,0,1,2,1,2,3,0,0,0,0,1,0,1,0,1,1.901596,48,425
0,0,0,0,1,0,2,2,0,2,1,1,0,0,1,0,0,1,2,0,0.850333,48,426
0,0,0,1,0,0,2,2,0,2,1,2,0,0,0,0,1,0,1,1,1.362232,48,427
0,1,0,0,0,0,1,2,1,2,1,1,1,0,0,0,0,1,1,1,1.848636,48,428
0,0,0,0,1,0,1,2,1,2,1,2,0,0,0,0,1,0,1,1,0.819200,48,429
0,0,1,0,0,0,1,2,1,2,0,1,1,0,1,1,0,0,2,0,1.817284,48,430
0,0,1,0,0,0,2,2,0,2,2,0,1,0,0,2,0,0,0,1,1.978636,48,431
0,0,0,0,1,0,1,2,1,2,2,1,0,0,0,1,1,0,1,0,0.883151,48,432
0,0,0,0,1,2,0,2,1,1,0,0,0,0,3,0,0,0,1,2,0.786529,49,433
1,0,0,0,0,0,1,1,2,2,0,1,1,0,1,0,1,1,1,0,2.052824,49,434
0,0,1,0,0,2,1,1,1,1,1,0,1,0,1,0,1,0,0,2,1.718619,49,435
0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,0,0,0,2,1,1.194535,49,436
0,0,0,1,0,2,0,2,1,1,1,1,1,0,0,0,2,0,0,1,1.188937,49,437
0,0,1,0,0,0,1,1,2,2,1,0,0,1,1,0,1,0,1,1,1.749274,49,438
1,0,0,0,0,0,1,1,2,2,1,0,1,0,1,0,0,0,0,3,2.037939,49,439
0,0,0,0,1,2,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0.807010,49,440
0,1,0,0,0,2,0,2,1,1,1,0,1,1,0,0,0,1,1,1,1.729742,49,441
0,0,0,1,0,2,1,2,1,0,0,1,0,1,1,2,0,1,0,0,1.203943,50,442
0,0,1,0,0,1,1,1,3,0,1,1,0,1,0,0,1,2,0,0,1.766379,50,443
0,0,0,1,0,1,2,1,2,0,1,2,0,0,0,1,1,0,1,0,1.185090,50,444
0,0,1,0,0,1,2,1,2,0,0,2,0,0,1,0,1,1,0,1,1.681448,50,445
0,0,0,1,0,2,1,2,1,0,0,2,0,1,0,0,2,0,0,1,1.274580,50,446
0,1,0,0,0,1,1,1,3,0,0,1,0,1,1,1,2,0,0,0,1.607358,50,447
1,0,0,0,0,1,1,1,3,0,0,2,0,1,0,1,0,0,1,1,1.997043,50,448
1,0,0,0,0,1,2,1,2,0,0,0,0,3,0,1,1,1,0,0,2.043065,50,449
0,1,0,0,0,2,1,2,1,0,1,1,0,1,0,0,1,1,1,0,1.696093,50,450
1,0,0,0,0,2,0,2,1,1,1,1,1,0,0,1,0,0,2,0,1.952296,51,451
0,0,1,0,0,1,0,2,2,1,1,0,1,0,1,1,0,1,0,1,1.642434,51,452
0,0,0,1,0,3,0,2,1,0,0,1,0,0,2,0,0,1,1,1,1.157734,51,453
0,0,1,0,0,3,0,2,1,0,2,0,0,0,1,1,1,1,0,0,1.604907,51,454
0,0,0,1,0,2,0,2,1,1,1,0,0,0,2,0,0,2,0,1,1.098465,51,455
1,0,0,0,0,1,0,2,2,1,1,0,0,1,1,0,1,0,1,1,1.929877,51,456
1,0,0,0,0,1,0,2,2,1,0,1,0,0,2,0,0,1,1,1,1.975240,51,457
0,0,0,0,1,3,0,2,1,0,0,0,1,1,1,0,0,0,1,2,0.749076,51,458
0,0,1,0,0,2,0,2,1,1,0,0,0,1,2,0,1,0,0,2,1.625778,51,459
1,0,0,0,0,1,1,1,0,3,2,0,0,0,1,1,1,0,1,0,2.138456,52,460
0,1,0,0,0,3,0,1,0,2,1,2,0,0,0,1,0,1,1,0,1.721630,52,461
0,0,0,0,1,4,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0.923232,52,462
0,0,1,0,0,4,1,0,0,1,2,1,0,0,0,1,1,0,1,0,1.665949,52,463
1,0,0,0,0,1,1,1,0,3,0,1,2,0,0,0,1,2,0,0,2.171102,52,464
1,0,0,0,0,3,0,1,0,2,2,0,1,0,0,0,0,1,2,0,2.072575,52,465
0,0,0,0,1,3,0,1,0,2,1,0,1,0,1,0,3,0,0,0,0.962136,52,466
0,0,0,0,1,4,1,0,0,1,2,0,1,0,0,0,1,1,1,0,0.966259,52,467
1,0,0,0,0,1,1,1,0,3,2,1,0,0,0,0,1,0,2,0,2.121691,52,468
0,0,0,1,0,2,0,3,0,1,1,0,1,0,1,0,1,0,0,2,1.242140,53,469
0,0,1,0,0,1,1,1,1,2,1,0,0,2,0,2,0,0,0,1,1.829119,53,470
0,0,0,0,1,1,1,2,1,1,0,0,1,1,1,2,0,0,0,1,0.845326,53,471
1,0,0,0,0,1,1,2,1,1,0,1,1,1,0,0,0,0,2,1,1.991975,53,472
0,0,0,0,1,2,0,3,0,1,0,0,1,1,1,2,0,0,1,0,0.790503,53,473
0,0,1,0,0,1,1,1,1,2,0,0,2,1,0,1,0,0,1,1,1.860436,53,474
1,0,0,0,0,1,1,1,1,2,0,1,0,0,2,1,1,0,1,0,2.032498,53,475
0,0,1,0,0,1,1,2,1,1,1,0,0,1,1,2,1,0,0,0,1.876029,53,476
0,1,0,0,0,2,0,3,0,1,0,1,0,2,0,2,0,0,1,0,1.614529,53,477
0,0,0,1,0,3,1,2,0,0,0,2,0,1,0,1,0,1,1,0,1.117576,54,478
0,0,1,0,0,2,0,2,1,1,0,1,0,1,1,1,0,1,1,0,1.552529,54,479
0,0,1,0,0,1,1,2,1,1,0,0,0,3,0,2,0,1,0,0,1.710426,54,480
1,0,0,0,0,1,1,2,1,1,0,1,0,1,1,1,0,0,2,0,2.021709,54,481
0,0,0,0,1,3,1,2,0,0,0,0,1,1,1,1,1,0,1,0,0.821725,54,482
0,1,0,0,0,2,0,2,1,1,0,1,0,1,1,2,1,0,0,0,1.616809,54,483
1,0,0,0,0,2,0,2,1,1,0,0,1,2,0,0,0,2,1,0,2.044054,54,484
1,0,0,0,0,1,1,2,1,1,0,1,1,0,1,0,1,2,0,0,1.983272,54,485
0,0,1,0,0,3,1,2,0,0,0,0,0,2,1,1,0,2,0,0,1.646113,54,486
0,0,0,0,1,0,1,1,3,1,1,0,2,0,0,1,0,2,0,0,0.974155,55,487
0,0,0,1,0,0,0,1,2,3,0,0,2,0,1,1,1,0,0,1,1.295416,55,488
0,0,0,1,0,0,1,2,1,2,1,0,0,0,2,1,1,1,0,0,1.434113,55,489
0,0,0,0,1,0,1,2,1,2,0,0,2,1,0,1,0,1,0,1,0.940226,55,490
0,0,1,0,0,0,1,1,3,1,0,1,1,0,1,0,2,0,0,1,1.943082,55,491
0,1,0,0,0,0,0,1,2,3,1,0,1,0,1,0,1,2,0,0,1.791929,55,492
0,0,1,0,0,0,0,1,2,3,1,1,0,1,0,1,0,1,0,1,1.938930,55,493
0,0,0,1,0,0,1,2,1,2,1,1,1,0,0,0,1,1,0,1,1.340151,55,494
0,0,0,0,1,0,1,1,3,1,1,0,0,1,1,1,0,1,0,1,0.875428,55,495
0,0,1,0,0,1,2,2,0,1,1,0,1,0,1,2,1,0,0,0,1.774874,56,496
1,0,0,0,0,0,1,2,0,3,1,1,1,0,0,0,1,0,1,1,2.085200,56,497
0,0,0,0,1,1,1,2,0,2,0,0,1,1,1,1,0,1,1,0,0.873264,56,498
0,0,1,0,0,1,1,2,0,2,0,2,1,0,0,0,2,0,1,0,1.909325,56,499
0,0,0,0,1,1,2,2,0,1,0,1,0,2,0,0,0,0,2,1,0.869553,56,500
0,1,0,0,0,0,1,2,0,3,0,1,1,1,0,1,1,0,0,1,1.775971,56,501
0,0,1,0,0,0,1,2,0,3,0,1,0,1,1,1,0,1,1,0,1.925306,56,502
0,1,0,0,0,1,1,2,0,2,1,1,0,1,0,1,0,0,0,2,1.775769,56,503
0,0,0,0,1,1,2,2,0,1,0,2,1,0,0,0,1,1,0,1,0.937931,56,504
