feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,G_ads (eV),slab db row,O_out.dbrow
0,0,0,0,1,2,0,2,0,2,0,1,1,0,1,3,0,0,0,0,1.096696,399,234
0,0,0,1,0,2,0,2,2,0,1,1,0,1,0,0,3,0,0,0,1.307819,401,354
0,0,0,1,0,0,0,0,2,4,0,1,1,0,1,3,0,0,0,0,1.545847,402,244
0,0,1,0,0,2,0,0,2,2,1,1,0,0,1,0,3,0,0,0,1.445667,403,230
0,0,0,1,0,2,0,2,2,0,1,2,0,0,0,0,0,0,3,0,1.395846,404,198
0,0,0,1,0,0,2,2,2,0,0,1,0,0,2,0,0,0,0,3,1.385545,406,246
0,0,0,1,0,0,2,2,0,2,0,0,2,1,0,0,3,0,0,0,1.608069,407,217
0,0,0,0,1,4,0,2,0,0,1,0,1,1,0,0,0,0,0,3,1.174637,408,245
0,1,0,0,0,0,0,2,0,4,2,0,1,0,0,1,0,2,0,0,2.100598,409,352
0,0,0,0,1,2,2,2,0,0,1,1,0,0,1,0,3,0,0,0,1.159704,410,302
0,0,0,1,0,0,0,0,4,2,1,0,2,0,0,0,3,0,0,0,1.691765,411,220
0,1,0,0,0,4,0,2,0,0,2,0,0,1,0,0,0,3,0,0,1.572925,412,323
0,0,0,1,0,2,2,0,0,2,0,1,0,0,2,0,0,3,0,0,1.396212,414,228
0,0,0,1,0,2,2,0,0,2,0,1,1,0,1,3,0,0,0,0,1.426957,415,226
0,0,0,0,1,4,0,0,0,2,1,1,1,0,0,0,0,0,0,3,1.285688,416,227
0,0,0,0,1,2,0,4,0,0,0,0,2,1,0,3,0,0,0,0,1.087870,418,340
1,0,0,0,0,2,2,0,0,2,1,1,1,0,0,3,0,0,0,0,1.866594,419,383
0,1,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,3,0,2.219264,420,232
0,0,0,1,0,2,2,0,2,0,0,1,0,0,2,0,0,3,0,0,1.269395,422,351
0,0,1,0,0,0,2,0,0,4,0,2,0,1,0,3,0,0,0,0,1.712354,424,237
0,0,0,1,0,0,2,4,0,0,2,0,0,0,1,0,0,0,3,0,1.452306,425,267
0,0,1,0,0,0,2,0,0,4,0,0,0,2,1,0,0,0,3,0,1.684787,426,248
0,0,0,1,0,0,0,0,4,2,0,0,1,1,1,0,0,0,3,0,1.426420,427,345
0,1,0,0,0,2,0,2,2,0,0,0,1,2,0,0,3,0,0,0,1.731215,428,254
0,1,0,0,0,0,0,2,2,2,0,1,1,0,1,0,0,3,0,0,1.983807,430,236
0,0,1,0,0,4,0,2,0,0,0,0,0,2,1,0,0,0,0,3,1.120576,431,252
1,0,0,0,0,2,0,2,0,2,1,2,0,0,0,0,0,0,0,3,1.846673,432,273
0,0,0,1,0,2,2,0,0,2,1,0,0,2,0,0,0,0,3,0,1.493718,433,378
1,0,0,0,0,2,2,2,0,0,1,0,1,1,0,0,0,0,0,3,1.716581,434,309
0,0,0,0,1,2,0,4,0,0,0,0,0,1,2,0,0,3,0,0,0.988046,435,290
0,0,1,0,0,0,2,0,2,2,0,1,2,0,0,0,0,3,0,0,1.589028,436,241
0,0,0,0,1,2,2,2,0,0,0,1,1,0,1,0,3,0,0,0,1.176417,437,240
0,0,1,0,0,2,0,0,4,0,1,1,1,0,0,0,0,0,0,3,1.300032,438,293
0,0,1,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,3,0,1.854274,439,350
0,0,1,0,0,0,0,4,0,2,0,0,1,1,1,3,0,0,0,0,1.325827,441,266
0,0,0,0,1,0,0,4,2,0,0,1,1,0,1,0,3,0,0,0,1.037956,444,335
1,0,0,0,0,2,0,2,0,2,0,1,0,1,1,0,0,0,0,3,1.703111,445,363
1,0,0,0,0,0,0,0,0,6,0,0,1,1,1,3,0,0,0,0,2.175195,447,310
0,0,0,0,1,6,0,0,0,0,0,0,1,2,0,0,0,0,0,3,1.123838,448,294
0,0,0,1,0,2,2,2,0,0,0,1,1,0,1,3,0,0,0,0,1.378116,450,250
0,0,0,1,0,0,0,2,0,4,1,1,0,1,0,0,3,0,0,0,1.634215,451,289
0,0,1,0,0,2,0,2,2,0,0,1,1,1,0,0,3,0,0,0,1.154596,452,249
1,0,0,0,0,0,0,4,0,2,0,0,1,1,1,0,0,3,0,0,1.807170,453,283
0,0,0,0,1,2,0,0,4,0,0,2,0,1,0,3,0,0,0,0,1.032533,454,264
0,0,0,0,1,2,2,2,0,0,1,0,0,1,1,0,0,0,0,3,1.121685,456,225
0,0,0,1,0,2,4,0,0,0,0,0,1,2,0,3,0,0,0,0,1.450391,457,152
0,0,0,0,1,0,0,0,2,4,1,0,0,2,0,0,3,0,0,0,1.249641,458,166
0,0,0,0,1,0,0,2,0,4,0,1,1,0,1,0,0,3,0,0,1.298132,460,262
1,0,0,0,0,2,0,0,4,0,1,0,1,0,1,0,0,0,0,3,1.857680,461,324
0,1,0,0,0,0,0,2,4,0,0,1,1,1,0,0,0,0,3,0,1.902020,462,322
1,0,0,0,0,0,2,2,0,2,1,1,0,0,1,0,0,0,0,3,2.005459,463,278
0,0,0,1,0,0,2,2,0,2,1,0,1,1,0,3,0,0,0,0,1.571787,464,286
1,0,0,0,0,2,2,0,2,0,0,0,1,1,1,0,0,0,3,0,1.750710,466,341
0,1,0,0,0,0,2,0,2,2,1,0,2,0,0,0,3,0,0,0,2.133256,467,296
0,0,0,1,0,0,2,0,2,2,0,2,0,0,1,0,0,3,0,0,1.494379,468,247
0,0,0,1,0,0,2,2,0,2,1,0,1,1,0,0,0,0,3,0,1.666329,469,329
0,0,0,0,1,2,0,0,2,2,1,0,0,0,2,3,0,0,0,0,1.071661,471,261
0,0,0,1,0,4,0,0,0,2,0,1,0,1,1,0,0,0,0,3,1.354507,472,312
0,0,0,1,0,0,2,4,0,0,2,1,0,0,0,0,0,3,0,0,1.454146,473,269
0,0,0,1,0,2,0,2,0,2,0,0,1,2,0,3,0,0,0,0,1.362227,475,265
0,0,0,0,1,2,0,0,0,4,1,0,1,1,0,0,0,0,3,0,1.332908,477,334
0,0,0,0,1,0,0,0,4,2,1,0,0,1,1,0,0,0,3,0,1.241032,478,317
0,0,0,0,1,2,0,2,0,2,0,0,1,0,2,0,3,0,0,0,1.090957,479,395
1,0,0,0,0,2,4,0,0,0,1,0,0,1,1,3,0,0,0,0,1.788297,481,344
0,0,0,0,1,0,2,2,0,2,1,0,0,1,1,3,0,0,0,0,1.171361,483,279
0,0,0,0,1,0,2,0,4,0,0,0,1,1,1,3,0,0,0,0,1.142419,484,285
0,0,0,1,0,0,4,0,2,0,1,1,0,0,1,0,3,0,0,0,1.568852,485,287
1,0,0,0,0,0,2,0,0,4,0,1,0,1,1,3,0,0,0,0,2.143709,487,260
0,1,0,0,0,2,2,0,2,0,1,1,0,1,0,3,0,0,0,0,1.831887,488,357
0,0,1,0,0,2,0,0,4,0,0,0,1,2,0,0,0,3,0,0,1.272370,489,281
0,1,0,0,0,0,4,0,2,0,0,2,0,0,1,3,0,0,0,0,1.855800,490,381
0,0,0,0,1,0,0,4,2,0,1,2,0,0,0,3,0,0,0,0,1.109037,492,368
0,0,0,1,0,0,2,0,4,0,1,0,0,0,2,0,0,0,0,3,1.476019,493,274
0,0,0,1,0,4,0,0,2,0,0,1,0,1,1,0,0,3,0,0,1.200773,494,328
0,0,0,1,0,0,2,0,4,0,0,0,0,2,1,3,0,0,0,0,1.374158,495,284
0,1,0,0,0,2,0,2,0,2,1,1,1,0,0,3,0,0,0,0,1.929155,496,326
0,0,0,1,0,2,2,0,2,0,0,0,2,0,1,0,0,0,0,3,1.479120,497,339
0,0,0,0,1,0,2,2,0,2,0,3,0,0,0,0,0,0,3,0,1.315311,498,291
0,1,0,0,0,0,0,0,2,4,2,0,1,0,0,0,0,3,0,0,2.313992,499,307
0,1,0,0,0,4,0,0,2,0,1,1,1,0,0,0,0,0,0,3,1.670645,500,369
0,1,0,0,0,2,2,0,2,0,0,0,1,1,1,0,0,0,3,0,1.711539,501,353
1,0,0,0,0,2,0,2,2,0,0,2,1,0,0,3,0,0,0,0,1.667679,502,301
0,0,0,1,0,2,2,0,0,2,1,1,0,1,0,0,0,0,0,3,1.513880,503,305
0,0,0,1,0,0,0,0,2,4,0,2,0,1,0,0,0,0,0,3,1.671653,504,325
0,0,1,0,0,2,2,0,2,0,0,2,0,1,0,0,0,3,0,0,1.237802,506,373
0,0,0,1,0,2,0,0,2,2,1,0,1,1,0,3,0,0,0,0,1.452423,508,374
1,0,0,0,0,2,0,0,4,0,0,1,0,1,1,0,0,0,3,0,1.794512,509,315
1,0,0,0,0,0,0,2,4,0,2,0,0,1,0,0,3,0,0,0,1.921119,510,299
0,0,0,1,0,2,2,0,2,0,0,1,2,0,0,3,0,0,0,0,1.497225,512,375
0,0,0,0,1,2,2,0,0,2,0,1,2,0,0,0,0,3,0,0,1.357726,513,318
1,0,0,0,0,0,2,0,2,2,1,1,0,1,0,3,0,0,0,0,2.083082,514,271
0,1,0,0,0,2,0,0,2,2,0,1,0,1,1,0,0,3,0,0,1.808653,515,370
1,0,0,0,0,2,2,0,0,2,2,0,1,0,0,0,0,3,0,0,1.900346,516,295
0,0,0,1,0,0,0,6,0,0,3,0,0,0,0,0,0,0,3,0,1.338602,517,270
0,0,0,0,1,0,2,0,4,0,0,0,1,1,1,3,0,0,0,0,1.142635,518,321
0,0,0,1,0,2,2,2,0,0,0,1,1,0,1,0,0,3,0,0,1.381008,522,276
0,0,0,1,0,4,0,0,0,2,1,0,2,0,0,0,0,0,3,0,1.577809,524,330
0,0,1,0,0,0,0,0,2,4,1,1,1,0,0,0,0,0,0,3,1.767982,525,303
