Ag,Au,Cu,Pd,Pt,Active,Inactive,Blocked
1.0,0.0,0.0,0.0,0.0,0,40000,0
0.99,0.0,0.01,0.0,0.0,0,40000,0
0.99,0.0,0.0,0.0,0.01,391,39608,1
0.98,0.0,0.02,0.0,0.0,0,40000,0
0.98,0.0,0.01,0.0,0.01,385,39614,1
0.98,0.0,0.0,0.0,0.02,806,39187,7
0.97,0.0,0.03,0.0,0.0,0,40000,0
0.97,0.0,0.02,0.0,0.01,353,39646,1
0.97,0.0,0.01,0.0,0.02,806,39188,6
0.97,0.0,0.0,0.0,0.03,1188,38793,19
0.96,0.0,0.04,0.0,0.0,0,40000,0
0.96,0.0,0.03,0.0,0.01,343,39654,3
0.96,0.0,0.02,0.0,0.02,747,39247,6
0.96,0.0,0.01,0.0,0.03,1123,38854,23
0.96,0.0,0.0,0.0,0.04,1575,38395,30
0.9500000000000001,0.0,0.05,0.0,0.0,0,40000,0
0.9500000000000001,0.0,0.04,0.0,0.01,313,39684,3
0.9500000000000001,0.0,0.03,0.0,0.02,721,39266,13
0.9500000000000001,0.0,0.02,0.0,0.03,1144,38842,14
0.9500000000000001,0.0,0.01,0.0,0.04,1499,38460,41
0.9500000000000001,0.0,0.0,0.0,0.05,1915,38023,62
0.9400000000000001,0.0,0.06,0.0,0.0,0,40000,0
0.9400000000000001,0.0,0.05,0.0,0.01,346,39650,4
0.9400000000000001,0.0,0.04,0.0,0.02,690,39305,5
0.9400000000000001,0.0,0.03,0.0,0.03,1112,38865,23
0.9400000000000001,0.0,0.02,0.0,0.04,1521,38440,39
0.9400000000000001,0.0,0.01,0.0,0.05,1838,38073,89
0.9400000000000001,0.0,0.0,0.0,0.06,2270,37627,103
0.93,0.0,0.07,0.0,0.0,0,40000,0
0.93,0.0,0.06,0.0,0.01,343,39655,2
0.93,0.0,0.05,0.0,0.02,714,39277,9
0.93,0.0,0.04,0.0,0.03,1060,38913,27
0.93,0.0,0.03,0.0,0.04,1490,38458,52
0.93,0.0,0.02,0.0,0.05,1789,38122,89
0.93,0.0,0.01,0.0,0.06,2197,37690,113
0.93,0.0,0.0,0.0,0.07,2639,37203,158
0.92,0.0,0.08,0.0,0.0,0,40000,0
0.92,0.0,0.07,0.0,0.01,304,39695,1
0.92,0.0,0.06,0.0,0.02,659,39329,12
0.92,0.0,0.05,0.0,0.03,970,39000,30
0.92,0.0,0.04,0.0,0.04,1382,38564,54
0.92,0.0,0.03,0.0,0.05,1729,38183,88
0.92,0.0,0.02,0.0,0.06,2173,37690,137
0.92,0.0,0.01,0.0,0.07,2543,37286,171
0.92,0.0,0.0,0.0,0.08,3067,36719,214
0.91,0.0,0.09,0.0,0.0,0,40000,0
0.91,0.0,0.08,0.0,0.01,303,39692,5
0.91,0.0,0.07,0.0,0.02,638,39348,14
0.91,0.0,0.06,0.0,0.03,965,39000,35
0.91,0.0,0.05,0.0,0.04,1291,38650,59
0.91,0.0,0.04,0.0,0.05,1749,38172,79
0.91,0.0,0.03,0.0,0.06,2117,37766,117
0.91,0.0,0.02,0.0,0.07,2563,37266,171
0.91,0.0,0.01,0.0,0.08,2832,36941,227
0.91,0.0,0.0,0.0,0.09,3346,36356,298
0.9,0.0,0.1,0.0,0.0,0,40000,0
0.9,0.0,0.09,0.0,0.01,323,39673,4
0.9,0.0,0.08,0.0,0.02,617,39377,6
0.9,0.0,0.07,0.0,0.03,939,39034,27
0.9,0.0,0.06,0.0,0.04,1274,38671,55
0.9,0.0,0.05,0.0,0.05,1590,38336,74
0.9,0.0,0.04,0.0,0.06,2016,37857,127
0.9,0.0,0.03,0.0,0.07,2478,37322,200
0.9,0.0,0.02,0.0,0.08,2727,36995,278
0.9,0.0,0.01,0.0,0.09,3069,36623,308
0.9,0.0,0.0,0.0,0.1,3630,35964,406
0.89,0.0,0.11,0.0,0.0,0,40000,0
0.89,0.0,0.1,0.0,0.01,286,39706,8
0.89,0.0,0.09,0.0,0.02,600,39387,13
0.89,0.0,0.08,0.0,0.03,921,39050,29
0.89,0.0,0.07,0.0,0.04,1247,38693,60
0.89,0.0,0.06,0.0,0.05,1609,38294,97
0.89,0.0,0.05,0.0,0.06,1912,37966,122
0.89,0.0,0.04,0.0,0.07,2276,37521,203
0.89,0.0,0.03,0.0,0.08,2801,36956,243
0.89,0.0,0.02,0.0,0.09,3064,36592,344
0.89,0.0,0.01,0.0,0.1,3400,36165,435
0.89,0.0,0.0,0.0,0.11,3891,35640,469
0.88,0.0,0.12,0.0,0.0,0,40000,0
0.88,0.0,0.11,0.0,0.01,257,39741,2
0.88,0.0,0.1,0.0,0.02,578,39404,18
0.88,0.0,0.09,0.0,0.03,861,39102,37
0.88,0.0,0.08,0.0,0.04,1224,38712,64
0.88,0.0,0.07,0.0,0.05,1535,38378,87
0.88,0.0,0.06,0.0,0.06,1839,38035,126
0.88,0.0,0.05,0.0,0.07,2328,37473,199
0.88,0.0,0.04,0.0,0.08,2623,37090,287
0.88,0.0,0.03,0.0,0.09,3022,36630,348
0.88,0.0,0.02,0.0,0.1,3393,36117,490
0.88,0.0,0.01,0.0,0.11,3675,35808,517
0.88,0.0,0.0,0.0,0.12,4110,35282,608
0.87,0.0,0.13,0.0,0.0,0,40000,0
0.87,0.0,0.12,0.0,0.01,256,39740,4
0.87,0.0,0.11,0.0,0.02,576,39405,19
0.87,0.0,0.1,0.0,0.03,856,39117,27
0.87,0.0,0.09,0.0,0.04,1128,38829,43
