Ag,Au,Cu,Pd,Pt,Active,Inactive,Blocked
0.0,1.0,0.0,0.0,0.0,0,40000,0
0.0,0.99,0.01,0.0,0.0,0,40000,0
0.0,0.99,0.0,0.0,0.01,392,39608,0
0.0,0.98,0.02,0.0,0.0,0,40000,0
0.0,0.98,0.01,0.0,0.01,461,39539,0
0.0,0.98,0.0,0.0,0.02,787,39213,0
0.0,0.97,0.03,0.0,0.0,0,40000,0
0.0,0.97,0.02,0.0,0.01,395,39605,0
0.0,0.97,0.01,0.0,0.02,811,39189,0
0.0,0.97,0.0,0.0,0.03,1188,38812,0
0.0,0.96,0.04,0.0,0.0,0,40000,0
0.0,0.96,0.03,0.0,0.01,396,39604,0
0.0,0.96,0.02,0.0,0.02,811,39189,0
0.0,0.96,0.01,0.0,0.03,1221,38779,0
0.0,0.96,0.0,0.0,0.04,1569,38431,0
0.0,0.9500000000000001,0.05,0.0,0.0,0,40000,0
0.0,0.9500000000000001,0.04,0.0,0.01,378,39622,0
0.0,0.9500000000000001,0.03,0.0,0.02,800,39200,0
0.0,0.9500000000000001,0.02,0.0,0.03,1236,38764,0
0.0,0.9500000000000001,0.01,0.0,0.04,1612,38388,0
0.0,0.9500000000000001,0.0,0.0,0.05,2014,37986,0
0.0,0.9400000000000001,0.06,0.0,0.0,0,40000,0
0.0,0.9400000000000001,0.05,0.0,0.01,391,39609,0
0.0,0.9400000000000001,0.04,0.0,0.02,827,39173,0
0.0,0.9400000000000001,0.03,0.0,0.03,1193,38807,0
0.0,0.9400000000000001,0.02,0.0,0.04,1606,38394,0
0.0,0.9400000000000001,0.01,0.0,0.05,2099,37901,0
0.0,0.9400000000000001,0.0,0.0,0.06,2379,37621,0
0.0,0.93,0.07,0.0,0.0,0,40000,0
0.0,0.93,0.06,0.0,0.01,398,39602,0
0.0,0.93,0.05,0.0,0.02,760,39240,0
0.0,0.93,0.04,0.0,0.03,1190,38810,0
0.0,0.93,0.03,0.0,0.04,1652,38348,0
0.0,0.93,0.02,0.0,0.05,2088,37912,0
0.0,0.93,0.01,0.0,0.06,2419,37581,0
0.0,0.93,0.0,0.0,0.07,2785,37215,0
0.0,0.92,0.08,0.0,0.0,0,40000,0
0.0,0.92,0.07,0.0,0.01,390,39610,0
0.0,0.92,0.06,0.0,0.02,714,39286,0
0.0,0.92,0.05,0.0,0.03,1183,38817,0
0.0,0.92,0.04,0.0,0.04,1536,38464,0
0.0,0.92,0.03,0.0,0.05,2007,37993,0
0.0,0.92,0.02,0.0,0.06,2319,37681,0
0.0,0.92,0.01,0.0,0.07,2746,37254,0
0.0,0.92,0.0,0.0,0.08,3246,36754,0
0.0,0.91,0.09,0.0,0.0,0,40000,0
0.0,0.91,0.08,0.0,0.01,393,39607,0
0.0,0.91,0.07,0.0,0.02,820,39180,0
0.0,0.91,0.06,0.0,0.03,1176,38824,0
0.0,0.91,0.05,0.0,0.04,1526,38474,0
0.0,0.91,0.04,0.0,0.05,1938,38062,0
0.0,0.91,0.03,0.0,0.06,2383,37617,0
0.0,0.91,0.02,0.0,0.07,2766,37234,0
0.0,0.91,0.01,0.0,0.08,3173,36827,0
0.0,0.91,0.0,0.0,0.09,3539,36461,0
0.0,0.9,0.1,0.0,0.0,0,40000,0
0.0,0.9,0.09,0.0,0.01,400,39600,0
0.0,0.9,0.08,0.0,0.02,752,39248,0
0.0,0.9,0.07,0.0,0.03,1189,38811,0
0.0,0.9,0.06,0.0,0.04,1580,38420,0
0.0,0.9,0.05,0.0,0.05,2002,37998,0
0.0,0.9,0.04,0.0,0.06,2386,37614,0
0.0,0.9,0.03,0.0,0.07,2758,37242,0
0.0,0.9,0.02,0.0,0.08,3180,36820,0
0.0,0.9,0.01,0.0,0.09,3581,36419,0
0.0,0.9,0.0,0.0,0.1,3943,36057,0
0.0,0.89,0.11,0.0,0.0,0,40000,0
0.0,0.89,0.1,0.0,0.01,397,39603,0
0.0,0.89,0.09,0.0,0.02,837,39163,0
0.0,0.89,0.08,0.0,0.03,1204,38796,0
0.0,0.89,0.07,0.0,0.04,1539,38461,0
0.0,0.89,0.06,0.0,0.05,1991,38009,0
0.0,0.89,0.05,0.0,0.06,2402,37598,0
0.0,0.89,0.04,0.0,0.07,2746,37254,0
0.0,0.89,0.03,0.0,0.08,3227,36773,0
0.0,0.89,0.02,0.0,0.09,3656,36344,0
0.0,0.89,0.01,0.0,0.1,3913,36084,3
0.0,0.89,0.0,0.0,0.11,4475,35525,0
0.0,0.88,0.12,0.0,0.0,0,40000,0
0.0,0.88,0.11,0.0,0.01,409,39591,0
0.0,0.88,0.1,0.0,0.02,781,39219,0
0.0,0.88,0.09,0.0,0.03,1154,38846,0
0.0,0.88,0.08,0.0,0.04,1581,38419,0
0.0,0.88,0.07,0.0,0.05,1981,38019,0
0.0,0.88,0.06,0.0,0.06,2380,37620,0
0.0,0.88,0.05,0.0,0.07,2876,37123,1
0.0,0.88,0.04,0.0,0.08,3279,36721,0
0.0,0.88,0.03,0.0,0.09,3526,36474,0
0.0,0.88,0.02,0.0,0.1,4073,35927,0
0.0,0.88,0.01,0.0,0.11,4405,35595,0
0.0,0.88,0.0,0.0,0.12,4821,35179,0
0.0,0.87,0.13,0.0,0.0,0,40000,0
0.0,0.87,0.12,0.0,0.01,392,39608,0
0.0,0.87,0.11,0.0,0.02,821,39179,0
0.0,0.87,0.1,0.0,0.03,1161,38839,0
0.0,0.87,0.09,0.0,0.04,1584,38416,0
0.0,0.87,0.08,0.0,0.05,1952,38048,0
0.0,0.87,0.07,0.0,0.06,2350,37650,0
0.0,0.87,0.06,0.0,0.07,2773,37227,0
0.0,0.87,0.05,0.0,0.08,3166,36834,0
0.0,0.87,0.04,0.0,0.09,3474,36524,2
0.0,0.87,0.03,0.0,0.1,4023,35977,0
0.0,0.87,0.02,0.0,0.11,4361,35639,0
0.0,0.87,0.01,0.0,0.12,4768,35232,0
0.0,0.87,0.0,0.0,0.13,5268,34730,2
0.0,0.86,0.14,0.0,0.0,0,40000,0
0.0,0.86,0.13,0.0,0.01,350,39650,0
0.0,0.86,0.12,0.0,0.02,768,39232,0
0.0,0.86,0.11,0.0,0.03,1214,38786,0
0.0,0.86,0.1,0.0,0.04,1580,38420,0
0.0,0.86,0.09,0.0,0.05,2003,37997,0
0.0,0.86,0.08,0.0,0.06,2416,37584,0
0.0,0.86,0.07,0.0,0.07,2772,37228,0
0.0,0.86,0.06,0.0,0.08,3100,36900,0
0.0,0.86,0.05,0.0,0.09,3591,36407,2
0.0,0.86,0.04,0.0,0.1,4130,35868,2
0.0,0.86,0.03,0.0,0.11,4437,35556,7
0.0,0.86,0.02,0.0,0.12,4913,35082,5
0.0,0.86,0.01,0.0,0.13,5268,34732,0
0.0,0.86,0.0,0.0,0.14,5679,34313,8
0.0,0.85,0.15,0.0,0.0,0,40000,0
0.0,0.85,0.14,0.0,0.01,332,39668,0
0.0,0.85,0.13,0.0,0.02,709,39291,0
0.0,0.85,0.12,0.0,0.03,1172,38828,0
0.0,0.85,0.11,0.0,0.04,1594,38406,0
0.0,0.85,0.1,0.0,0.05,1942,38058,0
0.0,0.85,0.09,0.0,0.06,2430,37570,0
