feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,G_ads (eV),slab db row,O_out.dbrow
0,1,0,0,0,2,0,2,0,2,2,0,0,0,1,0,0,0,0,3,1.434273,397,235
0,1,0,0,0,2,2,0,0,2,0,1,1,1,0,0,0,0,3,0,1.498071,398,367
0,0,0,0,1,2,0,2,0,2,0,1,1,0,1,3,0,0,0,0,0.751696,399,234
0,0,0,1,0,2,0,2,2,0,1,1,0,1,0,0,3,0,0,0,0.962819,401,354
0,0,0,1,0,0,0,0,2,4,0,1,1,0,1,3,0,0,0,0,1.200847,402,244
0,0,1,0,0,2,0,0,2,2,1,1,0,0,1,0,3,0,0,0,1.100667,403,230
0,0,0,1,0,2,0,2,2,0,1,2,0,0,0,0,0,0,3,0,1.050846,404,198
0,0,0,1,0,0,2,2,2,0,0,1,0,0,2,0,0,0,0,3,1.040545,406,246
0,0,0,1,0,0,2,2,0,2,0,0,2,1,0,0,3,0,0,0,1.263069,407,217
0,0,0,0,1,4,0,2,0,0,1,0,1,1,0,0,0,0,0,3,0.829637,408,245
0,1,0,0,0,0,0,2,0,4,2,0,1,0,0,1,0,2,0,0,1.755598,409,352
0,0,0,0,1,2,2,2,0,0,1,1,0,0,1,0,3,0,0,0,0.814704,410,302
0,0,0,1,0,0,0,0,4,2,1,0,2,0,0,0,3,0,0,0,1.346765,411,220
0,1,0,0,0,4,0,2,0,0,2,0,0,1,0,0,0,3,0,0,1.227925,412,323
0,0,0,1,0,2,2,0,0,2,0,1,0,0,2,0,0,3,0,0,1.051212,414,228
0,0,0,1,0,2,2,0,0,2,0,1,1,0,1,3,0,0,0,0,1.081957,415,226
0,0,0,0,1,4,0,0,0,2,1,1,1,0,0,0,0,0,0,3,0.940688,416,227
0,0,0,0,1,2,0,4,0,0,0,0,2,1,0,3,0,0,0,0,0.742870,418,340
1,0,0,0,0,2,2,0,0,2,1,1,1,0,0,3,0,0,0,0,1.521594,419,383
0,1,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,3,0,1.874264,420,232
0,0,0,1,0,2,2,0,2,0,0,1,0,0,2,0,0,3,0,0,0.924395,422,351
0,0,1,0,0,0,2,0,0,4,0,2,0,1,0,3,0,0,0,0,1.367354,424,237
0,0,0,1,0,0,2,4,0,0,2,0,0,0,1,0,0,0,3,0,1.107306,425,267
0,0,1,0,0,0,2,0,0,4,0,0,0,2,1,0,0,0,3,0,1.339787,426,248
0,0,0,1,0,0,0,0,4,2,0,0,1,1,1,0,0,0,3,0,1.081420,427,345
0,1,0,0,0,2,0,2,2,0,0,0,1,2,0,0,3,0,0,0,1.386215,428,254
0,1,0,0,0,0,0,2,2,2,0,1,1,0,1,0,0,3,0,0,1.638807,430,236
0,0,1,0,0,4,0,2,0,0,0,0,0,2,1,0,0,0,0,3,0.775576,431,252
1,0,0,0,0,2,0,2,0,2,1,2,0,0,0,0,0,0,0,3,1.501673,432,273
0,0,0,1,0,2,2,0,0,2,1,0,0,2,0,0,0,0,3,0,1.148718,433,378
1,0,0,0,0,2,2,2,0,0,1,0,1,1,0,0,0,0,0,3,1.371581,434,309
0,0,0,0,1,2,0,4,0,0,0,0,0,1,2,0,0,3,0,0,0.643046,435,290
0,0,1,0,0,0,2,0,2,2,0,1,2,0,0,0,0,3,0,0,1.244028,436,241
0,0,0,0,1,2,2,2,0,0,0,1,1,0,1,0,3,0,0,0,0.831417,437,240
0,0,1,0,0,2,0,0,4,0,1,1,1,0,0,0,0,0,0,3,0.955032,438,293
0,0,1,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,3,0,1.509274,439,350
0,0,1,0,0,0,0,4,0,2,0,0,1,1,1,3,0,0,0,0,0.980827,441,266
0,0,0,0,1,0,0,4,2,0,0,1,1,0,1,0,3,0,0,0,0.692956,444,335
1,0,0,0,0,2,0,2,0,2,0,1,0,1,1,0,0,0,0,3,1.358111,445,363
1,0,0,0,0,0,0,0,0,6,0,0,1,1,1,3,0,0,0,0,1.830195,447,310
0,0,0,0,1,6,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0.778838,448,294
0,0,0,1,0,2,2,2,0,0,0,1,1,0,1,3,0,0,0,0,1.033116,450,250
0,0,0,1,0,0,0,2,0,4,1,1,0,1,0,0,3,0,0,0,1.289215,451,289
0,0,1,0,0,2,0,2,2,0,0,1,1,1,0,0,3,0,0,0,0.809596,452,249
1,0,0,0,0,0,0,4,0,2,0,0,1,1,1,0,0,3,0,0,1.462170,453,283
0,0,0,0,1,2,0,0,4,0,0,2,0,1,0,3,0,0,0,0,0.687533,454,264
0,0,0,0,1,2,2,2,0,0,1,0,0,1,1,0,0,0,0,3,0.776685,456,225
0,0,0,1,0,2,4,0,0,0,0,0,1,2,0,3,0,0,0,0,1.105391,457,152
0,0,0,0,1,0,0,0,2,4,1,0,0,2,0,0,3,0,0,0,0.904641,458,166
0,0,0,0,1,0,0,2,0,4,0,1,1,0,1,0,0,3,0,0,0.953132,460,262
1,0,0,0,0,2,0,0,4,0,1,0,1,0,1,0,0,0,0,3,1.512680,461,324
0,1,0,0,0,0,0,2,4,0,0,1,1,1,0,0,0,0,3,0,1.557020,462,322
1,0,0,0,0,0,2,2,0,2,1,1,0,0,1,0,0,0,0,3,1.660459,463,278
0,0,0,1,0,0,2,2,0,2,1,0,1,1,0,3,0,0,0,0,1.226787,464,286
1,0,0,0,0,2,2,0,2,0,0,0,1,1,1,0,0,0,3,0,1.405710,466,341
0,1,0,0,0,0,2,0,2,2,1,0,2,0,0,0,3,0,0,0,1.788256,467,296
0,0,0,1,0,0,2,0,2,2,0,2,0,0,1,0,0,3,0,0,1.149379,468,247
0,0,0,1,0,0,2,2,0,2,1,0,1,1,0,0,0,0,3,0,1.321329,469,329
0,0,0,0,1,2,0,0,2,2,1,0,0,0,2,3,0,0,0,0,0.726661,471,261
0,0,0,1,0,4,0,0,0,2,0,1,0,1,1,0,0,0,0,3,1.009507,472,312
0,0,0,1,0,0,2,4,0,0,2,1,0,0,0,0,0,3,0,0,1.109146,473,269
0,0,0,1,0,2,0,2,0,2,0,0,1,2,0,3,0,0,0,0,1.017227,475,265
0,0,0,0,1,2,0,0,0,4,1,0,1,1,0,0,0,0,3,0,0.987908,477,334
0,0,0,0,1,0,0,0,4,2,1,0,0,1,1,0,0,0,3,0,0.896032,478,317
0,0,0,0,1,2,0,2,0,2,0,0,1,0,2,0,3,0,0,0,0.745957,479,395
1,0,0,0,0,2,4,0,0,0,1,0,0,1,1,3,0,0,0,0,1.443297,481,344
0,0,0,0,1,0,2,2,0,2,1,0,0,1,1,3,0,0,0,0,0.826361,483,279
0,0,0,0,1,0,2,0,4,0,0,0,1,1,1,3,0,0,0,0,0.797419,484,285
0,0,0,1,0,0,4,0,2,0,1,1,0,0,1,0,3,0,0,0,1.223852,485,287
1,0,0,0,0,0,2,0,0,4,0,1,0,1,1,3,0,0,0,0,1.798709,487,260
0,1,0,0,0,2,2,0,2,0,1,1,0,1,0,3,0,0,0,0,1.486887,488,357
0,0,1,0,0,2,0,0,4,0,0,0,1,2,0,0,0,3,0,0,0.927370,489,281
0,1,0,0,0,0,4,0,2,0,0,2,0,0,1,3,0,0,0,0,1.510800,490,381
0,0,0,0,1,0,0,4,2,0,1,2,0,0,0,3,0,0,0,0,0.764037,492,368
0,0,0,1,0,0,2,0,4,0,1,0,0,0,2,0,0,0,0,3,1.131019,493,274
0,0,0,1,0,4,0,0,2,0,0,1,0,1,1,0,0,3,0,0,0.855773,494,328
0,0,0,1,0,0,2,0,4,0,0,0,0,2,1,3,0,0,0,0,1.029158,495,284
0,1,0,0,0,2,0,2,0,2,1,1,1,0,0,3,0,0,0,0,1.584155,496,326
0,0,0,1,0,2,2,0,2,0,0,0,2,0,1,0,0,0,0,3,1.134120,497,339
0,0,0,0,1,0,2,2,0,2,0,3,0,0,0,0,0,0,3,0,0.970311,498,291
0,1,0,0,0,0,0,0,2,4,2,0,1,0,0,0,0,3,0,0,1.968992,499,307
0,1,0,0,0,4,0,0,2,0,1,1,1,0,0,0,0,0,0,3,1.325645,500,369
0,1,0,0,0,2,2,0,2,0,0,0,1,1,1,0,0,0,3,0,1.366539,501,353
1,0,0,0,0,2,0,2,2,0,0,2,1,0,0,3,0,0,0,0,1.322679,502,301
0,0,0,1,0,2,2,0,0,2,1,1,0,1,0,0,0,0,0,3,1.168880,503,305
0,0,0,1,0,0,0,0,2,4,0,2,0,1,0,0,0,0,0,3,1.326653,504,325
0,0,1,0,0,2,2,0,2,0,0,2,0,1,0,0,0,3,0,0,0.892802,506,373
0,0,0,1,0,2,0,0,2,2,1,0,1,1,0,3,0,0,0,0,1.107423,508,374
1,0,0,0,0,2,0,0,4,0,0,1,0,1,1,0,0,0,3,0,1.449512,509,315
1,0,0,0,0,0,0,2,4,0,2,0,0,1,0,0,3,0,0,0,1.576119,510,299
0,0,0,1,0,2,2,0,2,0,0,1,2,0,0,3,0,0,0,0,1.152225,512,375
0,0,0,0,1,2,2,0,0,2,0,1,2,0,0,0,0,3,0,0,1.012726,513,318
1,0,0,0,0,0,2,0,2,2,1,1,0,1,0,3,0,0,0,0,1.738082,514,271
0,1,0,0,0,2,0,0,2,2,0,1,0,1,1,0,0,3,0,0,1.463653,515,370
1,0,0,0,0,2,2,0,0,2,2,0,1,0,0,0,0,3,0,0,1.555346,516,295
0,0,0,1,0,0,0,6,0,0,3,0,0,0,0,0,0,0,3,0,0.993602,517,270
0,0,0,0,1,0,2,0,4,0,0,0,1,1,1,3,0,0,0,0,0.797635,518,321
0,0,0,1,0,2,2,2,0,0,0,1,1,0,1,0,0,3,0,0,1.036008,522,276
0,0,0,1,0,4,0,0,0,2,1,0,2,0,0,0,0,0,3,0,1.232809,524,330
0,0,1,0,0,0,0,0,2,4,1,1,1,0,0,0,0,0,0,3,1.422982,525,303
